block_group,B08134_001E,B08134_003E_M,B08134_006E_M,B08134_009E_M,B08134_010E,B08134_011E,B08134_013E_M,B08134_016E_M,B08134_019E_M,B08134_020E,B08134_071E,B08134_073E_M,B08134_076E_M,B08134_079E_M,B08134_080E
480291805031,366.0,43.0,154.0,169.0,0.0,336.0,43.0,129.0,164.0,0.0,5.0,0.0,0.0,5.0,0.0
480291805032,765.0,187.0,374.0,204.0,0.0,765.0,187.0,374.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
480291704013,416.0,92.0,175.0,133.0,16.0,332.0,92.0,175.0,65.0,0.0,43.0,0.0,0.0,27.0,16.0
480291704012,140.0,23.0,57.0,50.0,10.0,100.0,23.0,36.0,41.0,0.0,30.0,0.0,11.0,9.0,10.0
480291914061,1211.0,179.0,648.0,355.0,29.0,1189.0,167.0,648.0,355.0,19.0,10.0,0.0,0.0,0.0,10.0
480291914092,1780.0,313.0,1107.0,320.0,40.0,1634.0,313.0,1069.0,212.0,40.0,104.0,0.0,24.0,80.0,0.0
480291212042,935.0,225.0,503.0,95.0,112.0,856.0,211.0,500.0,95.0,50.0,65.0,0.0,3.0,0.0,62.0
480291215081,626.0,108.0,313.0,157.0,48.0,626.0,108.0,313.0,157.0,48.0,0.0,0.0,0.0,0.0,0.0
480291914051,1574.0,196.0,952.0,389.0,37.0,1484.0,143.0,952.0,389.0,0.0,37.0,0.0,0.0,0.0,37.0
480291914052,1093.0,211.0,447.0,360.0,75.0,993.0,210.0,411.0,343.0,29.0,46.0,0.0,0.0,0.0,46.0
480291914053,651.0,149.0,315.0,134.0,53.0,590.0,149.0,264.0,124.0,53.0,10.0,0.0,0.0,10.0,0.0
480291914055,358.0,107.0,104.0,147.0,0.0,358.0,107.0,104.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
480291709001,482.0,149.0,215.0,87.0,31.0,473.0,149.0,206.0,87.0,31.0,9.0,0.0,9.0,0.0,0.0
480291709003,330.0,70.0,184.0,76.0,0.0,283.0,70.0,137.0,76.0,0.0,47.0,0.0,47.0,0.0,0.0
480291610002,755.0,267.0,276.0,174.0,38.0,703.0,253.0,276.0,174.0,0.0,52.0,14.0,0.0,0.0,38.0
480291610001,681.0,150.0,155.0,296.0,80.0,606.0,129.0,147.0,274.0,56.0,67.0,21.0,0.0,22.0,24.0
480291615015,619.0,212.0,157.0,191.0,59.0,580.0,173.0,157.0,191.0,59.0,0.0,0.0,0.0,0.0,0.0
480291615011,1521.0,302.0,546.0,488.0,185.0,1355.0,287.0,502.0,412.0,154.0,123.0,0.0,44.0,48.0,31.0
480291615013,572.0,144.0,208.0,186.0,34.0,557.0,144.0,193.0,186.0,34.0,15.0,0.0,15.0,0.0,0.0
480291711001,768.0,67.0,352.0,258.0,91.0,754.0,54.0,352.0,258.0,90.0,1.0,0.0,0.0,0.0,1.0
480291620011,914.0,141.0,338.0,357.0,78.0,908.0,140.0,337.0,357.0,74.0,0.0,0.0,0.0,0.0,0.0
480291701022,586.0,145.0,390.0,51.0,0.0,586.0,145.0,390.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
480291701021,502.0,23.0,250.0,156.0,73.0,342.0,23.0,195.0,124.0,0.0,137.0,0.0,55.0,9.0,73.0
480291807022,649.0,124.0,298.0,227.0,0.0,614.0,89.0,298.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
480291807023,185.0,9.0,129.0,47.0,0.0,185.0,9.0,129.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
480291807025,163.0,21.0,70.0,72.0,0.0,146.0,21.0,70.0,55.0,0.0,17.0,0.0,0.0,17.0,0.0
480291809012,568.0,42.0,323.0,203.0,0.0,568.0,42.0,323.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0
480291809015,410.0,82.0,238.0,90.0,0.0,410.0,82.0,238.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
480291106003,86.0,0.0,23.0,58.0,5.0,48.0,0.0,0.0,43.0,5.0,19.0,0.0,4.0,15.0,0.0
480291108002,194.0,95.0,90.0,0.0,9.0,177.0,78.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
480291108001,358.0,81.0,225.0,21.0,31.0,262.0,68.0,156.0,7.0,31.0,38.0,0.0,33.0,5.0,0.0
480291208004,318.0,173.0,96.0,49.0,0.0,318.0,173.0,96.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
480291208006,496.0,263.0,133.0,100.0,0.0,445.0,212.0,133.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
480291208001,452.0,139.0,256.0,28.0,29.0,452.0,139.0,256.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0
480291208002,436.0,58.0,293.0,68.0,17.0,411.0,35.0,293.0,68.0,15.0,0.0,0.0,0.0,0.0,0.0
480291208005,289.0,69.0,183.0,37.0,0.0,289.0,69.0,183.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
480291208007,369.0,143.0,226.0,0.0,0.0,369.0,143.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480291208003,717.0,272.0,313.0,132.0,0.0,717.0,272.0,313.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
480291211113,802.0,196.0,347.0,222.0,37.0,756.0,150.0,347.0,222.0,37.0,9.0,9.0,0.0,0.0,0.0
480291211111,540.0,91.0,247.0,202.0,0.0,540.0,91.0,247.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
480291211112,986.0,163.0,652.0,141.0,30.0,981.0,158.0,652.0,141.0,30.0,5.0,5.0,0.0,0.0,0.0
480291211114,902.0,280.0,374.0,248.0,0.0,861.0,280.0,351.0,230.0,0.0,18.0,0.0,0.0,18.0,0.0
480291211161,967.0,482.0,373.0,78.0,34.0,762.0,311.0,373.0,78.0,0.0,34.0,0.0,0.0,0.0,34.0
480291211164,858.0,208.0,426.0,213.0,11.0,847.0,208.0,426.0,213.0,0.0,11.0,0.0,0.0,0.0,11.0
480291211162,143.0,42.0,86.0,15.0,0.0,143.0,42.0,86.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
480291211181,776.0,171.0,188.0,356.0,61.0,776.0,171.0,188.0,356.0,61.0,0.0,0.0,0.0,0.0,0.0
480291211182,1666.0,360.0,960.0,334.0,12.0,1654.0,360.0,960.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0
480291212031,271.0,11.0,191.0,58.0,11.0,271.0,11.0,191.0,58.0,11.0,0.0,0.0,0.0,0.0,0.0
480291212032,639.0,246.0,325.0,56.0,12.0,607.0,214.0,325.0,56.0,12.0,32.0,32.0,0.0,0.0,0.0
480291212051,1430.0,341.0,814.0,140.0,135.0,1323.0,314.0,805.0,140.0,64.0,98.0,27.0,0.0,0.0,71.0
480291817182,895.0,116.0,343.0,366.0,70.0,895.0,116.0,343.0,366.0,70.0,0.0,0.0,0.0,0.0,0.0
480291818111,1704.0,451.0,616.0,479.0,158.0,1485.0,316.0,586.0,425.0,158.0,30.0,9.0,0.0,21.0,0.0
480291902003,602.0,352.0,177.0,42.0,31.0,502.0,321.0,154.0,27.0,0.0,75.0,6.0,23.0,15.0,31.0
480291902004,343.0,207.0,97.0,39.0,0.0,343.0,207.0,97.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
480291902001,279.0,181.0,81.0,17.0,0.0,232.0,181.0,42.0,9.0,0.0,8.0,0.0,0.0,8.0,0.0
480291802021,403.0,56.0,95.0,189.0,63.0,345.0,56.0,80.0,146.0,63.0,58.0,0.0,15.0,43.0,0.0
480291802023,541.0,110.0,337.0,60.0,34.0,480.0,83.0,337.0,60.0,0.0,33.0,13.0,0.0,0.0,20.0
480291805013,423.0,87.0,175.0,114.0,47.0,423.0,87.0,175.0,114.0,47.0,0.0,0.0,0.0,0.0,0.0
480291805012,245.0,24.0,127.0,60.0,34.0,245.0,24.0,127.0,60.0,34.0,0.0,0.0,0.0,0.0,0.0
480291805011,698.0,118.0,319.0,202.0,59.0,610.0,107.0,301.0,180.0,22.0,66.0,0.0,7.0,22.0,37.0
480291808002,578.0,78.0,376.0,104.0,20.0,494.0,78.0,307.0,96.0,13.0,43.0,0.0,28.0,8.0,7.0
480291808001,396.0,47.0,282.0,28.0,39.0,280.0,16.0,234.0,14.0,16.0,92.0,15.0,40.0,14.0,23.0
480291708002,314.0,83.0,123.0,108.0,0.0,254.0,83.0,92.0,79.0,0.0,60.0,0.0,31.0,29.0,0.0
480291106002,479.0,117.0,238.0,92.0,32.0,419.0,94.0,220.0,73.0,32.0,60.0,23.0,18.0,19.0,0.0
480291504001,173.0,13.0,118.0,42.0,0.0,173.0,13.0,118.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
480291504002,301.0,45.0,227.0,8.0,21.0,292.0,45.0,227.0,8.0,12.0,9.0,0.0,0.0,0.0,9.0
480291510001,480.0,160.0,205.0,115.0,0.0,392.0,91.0,186.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
480291521002,461.0,10.0,140.0,296.0,15.0,451.0,0.0,140.0,296.0,15.0,0.0,0.0,0.0,0.0,0.0
480291521001,429.0,0.0,133.0,265.0,31.0,406.0,0.0,133.0,265.0,8.0,0.0,0.0,0.0,0.0,0.0
480291607024,303.0,63.0,133.0,85.0,22.0,234.0,37.0,115.0,60.0,22.0,25.0,8.0,0.0,17.0,0.0
480291607023,449.0,0.0,240.0,173.0,36.0,449.0,0.0,240.0,173.0,36.0,0.0,0.0,0.0,0.0,0.0
480291616002,1065.0,252.0,246.0,440.0,127.0,932.0,229.0,246.0,419.0,38.0,51.0,0.0,0.0,21.0,30.0
480291616001,761.0,99.0,377.0,212.0,73.0,753.0,99.0,369.0,212.0,73.0,0.0,0.0,0.0,0.0,0.0
480291216012,650.0,187.0,300.0,129.0,34.0,650.0,187.0,300.0,129.0,34.0,0.0,0.0,0.0,0.0,0.0
480291216013,743.0,74.0,368.0,232.0,69.0,661.0,61.0,336.0,232.0,32.0,37.0,0.0,0.0,0.0,37.0
480291216014,411.0,204.0,147.0,42.0,18.0,302.0,145.0,127.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0
480291218021,1008.0,306.0,397.0,257.0,48.0,990.0,306.0,379.0,257.0,48.0,0.0,0.0,0.0,0.0,0.0
480291218023,1727.0,481.0,836.0,336.0,74.0,1705.0,469.0,836.0,326.0,74.0,0.0,0.0,0.0,0.0,0.0
480291303002,413.0,74.0,182.0,157.0,0.0,389.0,74.0,182.0,133.0,0.0,24.0,0.0,0.0,24.0,0.0
480291303001,218.0,99.0,8.0,111.0,0.0,209.0,99.0,8.0,102.0,0.0,9.0,0.0,0.0,9.0,0.0
480291307002,353.0,111.0,116.0,112.0,14.0,300.0,66.0,116.0,109.0,9.0,53.0,45.0,0.0,3.0,5.0
480291307001,454.0,98.0,191.0,108.0,57.0,361.0,98.0,177.0,35.0,51.0,27.0,0.0,14.0,7.0,6.0
480291702004,333.0,52.0,164.0,117.0,0.0,281.0,0.0,164.0,117.0,0.0,52.0,52.0,0.0,0.0,0.0
480291702006,341.0,25.0,206.0,110.0,0.0,309.0,25.0,206.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
480291702002,334.0,110.0,95.0,129.0,0.0,320.0,104.0,87.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
480291702005,115.0,16.0,54.0,22.0,23.0,81.0,5.0,54.0,22.0,0.0,34.0,11.0,0.0,0.0,23.0
480291702001,258.0,77.0,90.0,75.0,16.0,213.0,65.0,90.0,50.0,8.0,21.0,0.0,0.0,13.0,8.0
480291316011,342.0,78.0,116.0,148.0,0.0,342.0,78.0,116.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
480291317001,378.0,239.0,49.0,85.0,5.0,293.0,155.0,48.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0
480291412004,240.0,6.0,127.0,74.0,33.0,193.0,6.0,127.0,60.0,0.0,47.0,0.0,0.0,14.0,33.0
480291412001,584.0,223.0,29.0,241.0,91.0,439.0,223.0,29.0,170.0,17.0,145.0,0.0,0.0,71.0,74.0
480291412005,582.0,170.0,268.0,98.0,46.0,577.0,170.0,268.0,98.0,41.0,5.0,0.0,0.0,0.0,5.0
480291412002,533.0,11.0,224.0,258.0,40.0,493.0,11.0,184.0,258.0,40.0,0.0,0.0,0.0,0.0,0.0
480291501003,401.0,83.0,179.0,119.0,20.0,388.0,83.0,179.0,106.0,20.0,13.0,0.0,0.0,13.0,0.0
480291309002,360.0,100.0,166.0,67.0,27.0,322.0,69.0,159.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0
480291309003,420.0,43.0,227.0,71.0,79.0,385.0,43.0,227.0,71.0,44.0,35.0,0.0,0.0,0.0,35.0
480291310003,350.0,220.0,13.0,88.0,29.0,294.0,193.0,13.0,88.0,0.0,29.0,0.0,0.0,0.0,29.0
480291310004,217.0,129.0,88.0,0.0,0.0,211.0,123.0,88.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
480291310001,862.0,277.0,285.0,225.0,75.0,721.0,246.0,285.0,161.0,29.0,110.0,0.0,0.0,64.0,46.0
480291310002,273.0,36.0,160.0,77.0,0.0,259.0,36.0,146.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
480291405003,557.0,163.0,362.0,32.0,0.0,540.0,146.0,362.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
480291405002,656.0,59.0,331.0,238.0,28.0,588.0,59.0,307.0,194.0,28.0,68.0,0.0,24.0,44.0,0.0
480291405001,394.0,132.0,179.0,61.0,22.0,377.0,123.0,171.0,61.0,22.0,0.0,0.0,0.0,0.0,0.0
480291405004,290.0,22.0,221.0,47.0,0.0,290.0,22.0,221.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
480291406002,420.0,92.0,167.0,136.0,25.0,402.0,92.0,162.0,123.0,25.0,0.0,0.0,0.0,0.0,0.0
480291406001,828.0,240.0,366.0,183.0,39.0,764.0,240.0,352.0,160.0,12.0,50.0,0.0,0.0,23.0,27.0
480291407003,262.0,92.0,72.0,96.0,2.0,252.0,92.0,64.0,96.0,0.0,10.0,0.0,8.0,0.0,2.0
480291407001,457.0,102.0,230.0,125.0,0.0,457.0,102.0,230.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
480291407004,389.0,127.0,140.0,122.0,0.0,389.0,127.0,140.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
480291407005,569.0,119.0,275.0,123.0,52.0,513.0,119.0,275.0,119.0,0.0,56.0,0.0,0.0,4.0,52.0
480291413001,432.0,47.0,303.0,59.0,23.0,370.0,47.0,303.0,20.0,0.0,45.0,0.0,0.0,22.0,23.0
480291413003,1496.0,264.0,683.0,427.0,122.0,1248.0,247.0,598.0,355.0,48.0,206.0,0.0,85.0,47.0,74.0
480291702003,383.0,45.0,225.0,113.0,0.0,371.0,33.0,225.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
480291806023,353.0,55.0,220.0,49.0,29.0,339.0,41.0,220.0,49.0,29.0,0.0,0.0,0.0,0.0,0.0
480291806021,423.0,104.0,218.0,101.0,0.0,380.0,104.0,186.0,90.0,0.0,43.0,0.0,32.0,11.0,0.0
480291911021,286.0,105.0,89.0,92.0,0.0,286.0,105.0,89.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
480291911022,350.0,27.0,216.0,83.0,24.0,274.0,26.0,216.0,24.0,8.0,59.0,0.0,0.0,59.0,0.0
480291911023,430.0,116.0,298.0,16.0,0.0,430.0,116.0,298.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
480291209012,719.0,278.0,335.0,106.0,0.0,638.0,235.0,307.0,96.0,0.0,48.0,38.0,0.0,10.0,0.0
480291209011,383.0,156.0,178.0,39.0,10.0,318.0,125.0,154.0,39.0,0.0,10.0,0.0,0.0,0.0,10.0
480291211122,764.0,108.0,423.0,179.0,54.0,711.0,108.0,404.0,179.0,20.0,23.0,0.0,0.0,0.0,23.0
480291519001,647.0,217.0,163.0,267.0,0.0,517.0,111.0,163.0,243.0,0.0,24.0,0.0,0.0,24.0,0.0
480291409002,489.0,139.0,197.0,126.0,27.0,475.0,131.0,197.0,120.0,27.0,6.0,0.0,0.0,6.0,0.0
480291417001,1289.0,124.0,567.0,425.0,173.0,1282.0,124.0,560.0,425.0,173.0,7.0,0.0,7.0,0.0,0.0
480291417002,1292.0,84.0,685.0,437.0,86.0,1280.0,80.0,677.0,437.0,86.0,12.0,4.0,8.0,0.0,0.0
480291505012,439.0,54.0,240.0,85.0,60.0,392.0,45.0,231.0,85.0,31.0,29.0,0.0,0.0,0.0,29.0
480291505014,573.0,244.0,132.0,75.0,122.0,565.0,244.0,124.0,75.0,122.0,0.0,0.0,0.0,0.0,0.0
480291604002,712.0,30.0,367.0,213.0,102.0,651.0,30.0,367.0,189.0,65.0,53.0,0.0,0.0,16.0,37.0
480291604004,303.0,15.0,145.0,128.0,15.0,294.0,15.0,145.0,119.0,15.0,9.0,0.0,0.0,9.0,0.0
480291604001,499.0,52.0,346.0,91.0,10.0,498.0,51.0,346.0,91.0,10.0,1.0,1.0,0.0,0.0,0.0
480291604003,376.0,79.0,196.0,69.0,32.0,376.0,79.0,196.0,69.0,32.0,0.0,0.0,0.0,0.0,0.0
480291611005,716.0,104.0,178.0,247.0,187.0,610.0,74.0,178.0,247.0,111.0,76.0,0.0,0.0,0.0,76.0
480291611006,204.0,22.0,103.0,38.0,41.0,163.0,22.0,103.0,38.0,0.0,41.0,0.0,0.0,0.0,41.0
480291611001,1457.0,148.0,713.0,494.0,102.0,1410.0,148.0,687.0,491.0,84.0,21.0,0.0,0.0,3.0,18.0
480291611004,840.0,149.0,531.0,52.0,108.0,840.0,149.0,531.0,52.0,108.0,0.0,0.0,0.0,0.0,0.0
480291611003,467.0,102.0,227.0,138.0,0.0,428.0,102.0,227.0,99.0,0.0,39.0,0.0,0.0,39.0,0.0
480291611002,302.0,135.0,107.0,60.0,0.0,302.0,135.0,107.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
480291813012,860.0,259.0,345.0,256.0,0.0,785.0,259.0,345.0,181.0,0.0,75.0,0.0,0.0,75.0,0.0
480291813011,1751.0,536.0,845.0,347.0,23.0,1723.0,536.0,845.0,319.0,23.0,28.0,0.0,0.0,28.0,0.0
480291814021,393.0,89.0,269.0,35.0,0.0,317.0,77.0,226.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
480291814022,703.0,166.0,297.0,106.0,134.0,607.0,137.0,274.0,106.0,90.0,58.0,0.0,14.0,0.0,44.0
480291109001,1081.0,302.0,623.0,147.0,9.0,875.0,203.0,578.0,85.0,9.0,84.0,22.0,11.0,51.0,0.0
480291110003,692.0,280.0,310.0,65.0,37.0,624.0,238.0,310.0,53.0,23.0,53.0,27.0,0.0,12.0,14.0
480291110002,268.0,105.0,101.0,44.0,18.0,214.0,68.0,101.0,33.0,12.0,17.0,0.0,0.0,11.0,6.0
480291204001,781.0,285.0,257.0,162.0,77.0,781.0,285.0,257.0,162.0,77.0,0.0,0.0,0.0,0.0,0.0
480291204005,454.0,197.0,138.0,96.0,23.0,401.0,197.0,138.0,43.0,23.0,0.0,0.0,0.0,0.0,0.0
480291710004,569.0,127.0,191.0,251.0,0.0,538.0,127.0,169.0,242.0,0.0,31.0,0.0,22.0,9.0,0.0
480291204003,314.0,111.0,182.0,0.0,21.0,298.0,111.0,166.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
480291207021,1097.0,332.0,700.0,51.0,14.0,1052.0,287.0,700.0,51.0,14.0,0.0,0.0,0.0,0.0,0.0
480291704014,298.0,62.0,178.0,38.0,20.0,248.0,62.0,164.0,22.0,0.0,24.0,0.0,0.0,16.0,8.0
480291710001,338.0,22.0,59.0,154.0,103.0,310.0,22.0,59.0,126.0,103.0,28.0,0.0,0.0,28.0,0.0
480291710002,184.0,8.0,117.0,59.0,0.0,168.0,8.0,109.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
480291717001,971.0,299.0,320.0,261.0,91.0,890.0,282.0,320.0,197.0,91.0,0.0,0.0,0.0,0.0,0.0
480291717003,376.0,115.0,180.0,81.0,0.0,376.0,115.0,180.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
480291215013,1383.0,320.0,764.0,229.0,70.0,1351.0,304.0,748.0,229.0,70.0,0.0,0.0,0.0,0.0,0.0
480291215011,1269.0,156.0,890.0,223.0,0.0,1269.0,156.0,890.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
480291215074,661.0,241.0,209.0,184.0,27.0,636.0,234.0,197.0,178.0,27.0,25.0,7.0,12.0,6.0,0.0
480291215071,395.0,11.0,202.0,172.0,10.0,395.0,11.0,202.0,172.0,10.0,0.0,0.0,0.0,0.0,0.0
480291215072,405.0,41.0,160.0,156.0,48.0,405.0,41.0,160.0,156.0,48.0,0.0,0.0,0.0,0.0,0.0
480291312002,549.0,173.0,175.0,193.0,8.0,549.0,173.0,175.0,193.0,8.0,0.0,0.0,0.0,0.0,0.0
480291401002,273.0,49.0,149.0,63.0,12.0,250.0,38.0,149.0,63.0,0.0,12.0,0.0,0.0,0.0,12.0
480291401001,328.0,82.0,141.0,91.0,14.0,284.0,68.0,117.0,85.0,14.0,15.0,9.0,0.0,6.0,0.0
480291404004,262.0,31.0,166.0,65.0,0.0,225.0,5.0,155.0,65.0,0.0,11.0,0.0,11.0,0.0,0.0
480291101002,380.0,116.0,211.0,39.0,14.0,271.0,36.0,211.0,19.0,5.0,29.0,0.0,0.0,20.0,9.0
480291209022,907.0,214.0,569.0,77.0,47.0,907.0,214.0,569.0,77.0,47.0,0.0,0.0,0.0,0.0,0.0
480291209021,1219.0,333.0,366.0,323.0,197.0,1031.0,317.0,326.0,323.0,65.0,132.0,0.0,0.0,0.0,132.0
480291214033,944.0,275.0,397.0,207.0,65.0,886.0,255.0,390.0,206.0,35.0,31.0,0.0,0.0,1.0,30.0
480291214031,862.0,268.0,359.0,196.0,39.0,775.0,231.0,344.0,187.0,13.0,26.0,0.0,0.0,0.0,26.0
480291216042,624.0,71.0,227.0,248.0,78.0,624.0,71.0,227.0,248.0,78.0,0.0,0.0,0.0,0.0,0.0
480291216043,405.0,71.0,212.0,92.0,30.0,405.0,71.0,212.0,92.0,30.0,0.0,0.0,0.0,0.0,0.0
480291306004,331.0,64.0,140.0,127.0,0.0,293.0,64.0,140.0,89.0,0.0,38.0,0.0,0.0,38.0,0.0
480291207022,323.0,54.0,240.0,29.0,0.0,323.0,54.0,240.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
480291213003,286.0,11.0,206.0,55.0,14.0,286.0,11.0,206.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0
480291213001,1413.0,379.0,605.0,403.0,26.0,1413.0,379.0,605.0,403.0,26.0,0.0,0.0,0.0,0.0,0.0
480291703004,234.0,78.0,105.0,32.0,19.0,234.0,78.0,105.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0
480291703002,147.0,8.0,88.0,51.0,0.0,127.0,8.0,68.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
480291703006,312.0,98.0,115.0,74.0,25.0,312.0,98.0,115.0,74.0,25.0,0.0,0.0,0.0,0.0,0.0
480291703005,718.0,121.0,388.0,209.0,0.0,652.0,75.0,388.0,189.0,0.0,12.0,0.0,0.0,12.0,0.0
480291703003,234.0,79.0,133.0,15.0,7.0,176.0,32.0,122.0,15.0,7.0,35.0,24.0,11.0,0.0,0.0
480291704024,220.0,44.0,138.0,0.0,38.0,150.0,44.0,106.0,0.0,0.0,70.0,0.0,32.0,0.0,38.0
