block_group,B08301_001E,B08301_002E,B08301_003E,B08301_004E,B08301_011E,B08301_021E
480291718011,649.0,582.0,469.0,113.0,0.0,0.0
480291718013,489.0,474.0,356.0,118.0,0.0,0.0
480291718014,326.0,313.0,232.0,81.0,7.0,6.0
480291718012,808.0,808.0,732.0,76.0,0.0,0.0
480291802013,907.0,708.0,524.0,184.0,133.0,8.0
480291802012,387.0,363.0,315.0,48.0,0.0,14.0
480291802014,621.0,598.0,543.0,55.0,0.0,0.0
480291802011,259.0,233.0,160.0,73.0,0.0,0.0
480291812001,238.0,218.0,218.0,0.0,0.0,20.0
480291812004,824.0,605.0,605.0,0.0,0.0,219.0
480291812002,254.0,254.0,207.0,47.0,0.0,0.0
480291812005,483.0,430.0,300.0,130.0,0.0,53.0
480291514004,413.0,361.0,332.0,29.0,29.0,0.0
480291511003,323.0,306.0,281.0,25.0,0.0,17.0
480291511001,184.0,184.0,135.0,49.0,0.0,0.0
480291514001,407.0,358.0,335.0,23.0,49.0,0.0
480291514002,548.0,521.0,430.0,91.0,0.0,7.0
480291905012,913.0,865.0,766.0,99.0,8.0,31.0
480291905013,419.0,392.0,320.0,72.0,9.0,0.0
480291905011,404.0,374.0,347.0,27.0,21.0,9.0
480291908001,414.0,401.0,401.0,0.0,0.0,8.0
480291908002,501.0,446.0,439.0,7.0,6.0,48.0
480291909011,504.0,497.0,447.0,50.0,0.0,0.0
480291909012,1046.0,632.0,581.0,51.0,396.0,0.0
480291909021,862.0,705.0,666.0,39.0,26.0,57.0
480291909023,354.0,334.0,289.0,45.0,0.0,7.0
480291810012,944.0,890.0,857.0,33.0,2.0,48.0
480291810042,1730.0,1610.0,1575.0,35.0,44.0,26.0
480291810041,1245.0,1164.0,1095.0,69.0,0.0,32.0
480291901004,361.0,333.0,274.0,59.0,28.0,0.0
480291901003,444.0,395.0,376.0,19.0,42.0,0.0
480291901002,380.0,293.0,211.0,82.0,9.0,15.0
480291719021,1257.0,1151.0,1121.0,30.0,72.0,8.0
480291311001,210.0,176.0,154.0,22.0,15.0,0.0
480291203008,257.0,223.0,213.0,10.0,0.0,0.0
480291203007,265.0,239.0,218.0,21.0,0.0,0.0
480291501001,932.0,849.0,721.0,128.0,16.0,19.0
480291501004,516.0,491.0,392.0,99.0,25.0,0.0
480291506004,330.0,307.0,272.0,35.0,12.0,0.0
480291506003,360.0,344.0,314.0,30.0,0.0,0.0
480291511007,561.0,561.0,462.0,99.0,0.0,0.0
480291511005,192.0,192.0,192.0,0.0,0.0,0.0
480291511004,719.0,666.0,650.0,16.0,53.0,0.0
480291918042,1352.0,1171.0,1077.0,94.0,0.0,181.0
480291918041,931.0,903.0,764.0,139.0,0.0,28.0
480291210004,582.0,523.0,512.0,11.0,17.0,13.0
480291210003,1367.0,1324.0,1051.0,273.0,0.0,0.0
480291210005,573.0,522.0,485.0,37.0,0.0,36.0
480291210006,685.0,650.0,632.0,18.0,1.0,16.0
480291211102,797.0,714.0,621.0,93.0,17.0,22.0
480291215062,517.0,452.0,426.0,26.0,54.0,7.0
480291215061,363.0,342.0,317.0,25.0,0.0,21.0
480291305001,178.0,178.0,178.0,0.0,0.0,0.0
480291305003,646.0,453.0,382.0,71.0,81.0,61.0
480291305002,323.0,261.0,226.0,35.0,12.0,24.0
480291305004,492.0,428.0,338.0,90.0,51.0,0.0
480291904003,390.0,331.0,321.0,10.0,50.0,9.0
480291211081,609.0,567.0,529.0,38.0,1.0,41.0
480291211083,1319.0,1178.0,1108.0,70.0,30.0,28.0
480291211084,449.0,420.0,389.0,31.0,0.0,0.0
480291207015,447.0,410.0,365.0,45.0,0.0,37.0
480291215042,244.0,244.0,244.0,0.0,0.0,0.0
480291215041,581.0,548.0,492.0,56.0,0.0,0.0
480291503001,374.0,311.0,179.0,132.0,56.0,0.0
480291503004,756.0,676.0,616.0,60.0,46.0,17.0
480291503003,365.0,331.0,234.0,97.0,20.0,0.0
480291602003,458.0,426.0,295.0,131.0,11.0,10.0
480291508002,218.0,209.0,186.0,23.0,0.0,8.0
480291508003,255.0,168.0,149.0,19.0,31.0,0.0
480291712003,512.0,496.0,482.0,14.0,3.0,13.0
480291418001,370.0,312.0,290.0,22.0,0.0,20.0
480291418002,137.0,137.0,101.0,36.0,0.0,0.0
480291512005,1942.0,1880.0,1738.0,142.0,29.0,33.0
480291512003,238.0,238.0,215.0,23.0,0.0,0.0
480291512001,580.0,567.0,464.0,103.0,0.0,0.0
480291107001,325.0,252.0,235.0,17.0,28.0,23.0
480291904001,384.0,365.0,365.0,0.0,0.0,19.0
480291719121,2810.0,2680.0,2374.0,306.0,10.0,90.0
480291817122,661.0,656.0,616.0,40.0,0.0,0.0
480291816023,509.0,414.0,369.0,45.0,66.0,10.0
480291816021,375.0,375.0,358.0,17.0,0.0,0.0
480291818081,804.0,724.0,657.0,67.0,0.0,73.0
480291821021,692.0,640.0,640.0,0.0,13.0,39.0
480291911011,430.0,384.0,357.0,27.0,0.0,46.0
480291911012,464.0,430.0,387.0,43.0,6.0,28.0
480291219082,1009.0,832.0,804.0,28.0,0.0,162.0
480291219091,1857.0,1759.0,1513.0,246.0,2.0,55.0
480291219092,1950.0,1814.0,1622.0,192.0,0.0,136.0
480291219101,2829.0,2616.0,2380.0,236.0,0.0,166.0
480291219102,509.0,465.0,386.0,79.0,0.0,44.0
480291304011,287.0,253.0,177.0,76.0,20.0,4.0
480291304012,404.0,394.0,280.0,114.0,10.0,0.0
480291304013,529.0,466.0,401.0,65.0,15.0,36.0
480291304014,277.0,227.0,206.0,21.0,0.0,43.0
480291304021,401.0,349.0,329.0,20.0,43.0,0.0
480291304022,366.0,346.0,318.0,28.0,0.0,9.0
480291304023,414.0,382.0,295.0,87.0,18.0,0.0
480291314011,3236.0,3051.0,2335.0,716.0,12.0,142.0
480291314012,1757.0,1678.0,1298.0,380.0,20.0,59.0
480291314021,262.0,241.0,216.0,25.0,10.0,1.0
480291719182,464.0,413.0,382.0,31.0,0.0,18.0
480291719184,969.0,890.0,850.0,40.0,0.0,31.0
480291719191,2026.0,1978.0,1727.0,251.0,0.0,23.0
480291719202,2661.0,2576.0,2213.0,363.0,0.0,11.0
480291719211,1272.0,1265.0,1196.0,69.0,1.0,6.0
480291719213,600.0,561.0,475.0,86.0,0.0,18.0
480291719221,1865.0,1788.0,1486.0,302.0,0.0,10.0
480291719232,634.0,634.0,609.0,25.0,0.0,0.0
480291719233,1427.0,1284.0,1095.0,189.0,26.0,0.0
480291719241,2868.0,2582.0,2422.0,160.0,0.0,79.0
480291720022,3098.0,2993.0,2473.0,520.0,0.0,77.0
480291719242,1178.0,1157.0,1062.0,95.0,0.0,6.0
480291719252,1159.0,1134.0,976.0,158.0,0.0,25.0
480291719254,1742.0,1710.0,1337.0,373.0,22.0,10.0
480291720031,1686.0,1527.0,1282.0,245.0,0.0,138.0
480291720032,1348.0,1093.0,868.0,225.0,0.0,215.0
480291720051,2210.0,2101.0,1916.0,185.0,0.0,86.0
480291720052,3249.0,3151.0,2941.0,210.0,0.0,86.0
480291720062,980.0,961.0,892.0,69.0,0.0,0.0
480291720063,889.0,732.0,584.0,148.0,0.0,122.0
480291720072,1087.0,975.0,931.0,44.0,0.0,112.0
480291720073,2233.0,2049.0,1889.0,160.0,0.0,165.0
480291801012,721.0,652.0,579.0,73.0,38.0,16.0
480291315031,340.0,306.0,263.0,43.0,0.0,0.0
480291315032,455.0,455.0,381.0,74.0,0.0,0.0
480291315041,550.0,475.0,436.0,39.0,48.0,27.0
480291315042,297.0,297.0,155.0,142.0,0.0,0.0
480291315051,1064.0,1013.0,842.0,171.0,18.0,19.0
480291315052,1095.0,1067.0,885.0,182.0,28.0,0.0
480291315062,1210.0,1099.0,839.0,260.0,60.0,41.0
480291316081,894.0,727.0,619.0,108.0,34.0,51.0
480291315071,1322.0,1231.0,868.0,363.0,71.0,20.0
480291315073,1029.0,966.0,795.0,171.0,36.0,0.0
480291316012,1489.0,1410.0,1318.0,92.0,0.0,53.0
480291316082,1643.0,1547.0,1412.0,135.0,0.0,96.0
480291316092,1038.0,955.0,911.0,44.0,0.0,83.0
480291316093,1596.0,1434.0,1283.0,151.0,13.0,0.0
480291316102,1209.0,1143.0,994.0,149.0,25.0,9.0
480291316111,465.0,427.0,396.0,31.0,22.0,11.0
480291316131,733.0,733.0,709.0,24.0,0.0,0.0
480291316132,1177.0,1135.0,928.0,207.0,10.0,0.0
480291316142,233.0,233.0,229.0,4.0,0.0,0.0
480291316151,1853.0,1593.0,1507.0,86.0,106.0,0.0
480291316153,974.0,959.0,744.0,215.0,0.0,15.0
480291316154,574.0,574.0,509.0,65.0,0.0,0.0
480291318012,369.0,311.0,287.0,24.0,14.0,44.0
480291318021,1079.0,1015.0,928.0,87.0,0.0,64.0
480291318023,977.0,967.0,926.0,41.0,0.0,10.0
480291411011,394.0,317.0,267.0,50.0,44.0,9.0
480291411013,547.0,513.0,328.0,185.0,6.0,0.0
480291411021,362.0,229.0,218.0,11.0,0.0,73.0
480291411023,785.0,527.0,458.0,69.0,180.0,23.0
480291414022,899.0,863.0,722.0,141.0,0.0,29.0
480291414032,1379.0,1289.0,1114.0,175.0,25.0,15.0
480291414041,1320.0,1228.0,1047.0,181.0,0.0,10.0
480291414043,239.0,215.0,183.0,32.0,14.0,10.0
480291416002,990.0,972.0,820.0,152.0,0.0,18.0
480291513011,468.0,393.0,300.0,93.0,53.0,6.0
480291513012,262.0,225.0,199.0,26.0,0.0,22.0
480291513013,623.0,551.0,469.0,82.0,29.0,0.0
480291513014,1293.0,1135.0,967.0,168.0,23.0,65.0
480291513021,696.0,638.0,540.0,98.0,17.0,9.0
480291513022,666.0,614.0,583.0,31.0,27.0,10.0
480291521003,387.0,275.0,238.0,37.0,4.0,46.0
480291521004,919.0,751.0,676.0,75.0,0.0,90.0
480291522011,1253.0,1157.0,998.0,159.0,28.0,53.0
480291522012,707.0,707.0,633.0,74.0,0.0,0.0
480291522013,817.0,784.0,671.0,113.0,0.0,0.0
480291522021,1529.0,1458.0,983.0,475.0,0.0,45.0
480291605011,474.0,365.0,329.0,36.0,83.0,26.0
480291605012,354.0,312.0,249.0,63.0,29.0,0.0
480291605021,165.0,165.0,134.0,31.0,0.0,0.0
480291609013,387.0,347.0,293.0,54.0,12.0,14.0
480291605022,394.0,380.0,321.0,59.0,6.0,8.0
480291605024,583.0,546.0,478.0,68.0,37.0,0.0
480291609011,332.0,281.0,232.0,49.0,12.0,5.0
480291609021,943.0,816.0,602.0,214.0,60.0,67.0
480291609023,513.0,475.0,403.0,72.0,17.0,21.0
480291613022,694.0,681.0,401.0,280.0,0.0,13.0
480291613032,913.0,906.0,738.0,168.0,0.0,7.0
480291613041,737.0,716.0,530.0,186.0,21.0,0.0
480291614001,4861.0,1482.0,1136.0,346.0,144.0,1329.0
480291615031,1015.0,975.0,935.0,40.0,23.0,9.0
480291615033,369.0,369.0,249.0,120.0,0.0,0.0
480291615041,661.0,606.0,409.0,197.0,35.0,20.0
480291618011,1541.0,1426.0,1357.0,69.0,26.0,62.0
480291618012,279.0,267.0,247.0,20.0,0.0,0.0
480291618022,1490.0,1360.0,950.0,410.0,15.0,0.0
480291619011,511.0,444.0,409.0,35.0,3.0,8.0
480291619022,1351.0,1239.0,983.0,256.0,56.0,0.0
480291619023,1434.0,1379.0,1059.0,320.0,0.0,55.0
480291620032,638.0,579.0,509.0,70.0,0.0,20.0
480291620033,398.0,377.0,341.0,36.0,0.0,9.0
480291620042,861.0,780.0,663.0,117.0,0.0,51.0
480291713011,320.0,287.0,280.0,7.0,26.0,7.0
480291713021,905.0,466.0,351.0,115.0,0.0,115.0
480291713022,339.0,317.0,272.0,45.0,22.0,0.0
480291716011,659.0,598.0,548.0,50.0,51.0,0.0
480291716013,454.0,409.0,369.0,40.0,21.0,20.0
480291716021,915.0,800.0,587.0,213.0,73.0,0.0
480291719022,2471.0,2380.0,1974.0,406.0,0.0,46.0
480291719023,3081.0,2823.0,2304.0,519.0,28.0,145.0
480291719131,2076.0,1856.0,1526.0,330.0,59.0,148.0
480291719132,729.0,658.0,508.0,150.0,9.0,34.0
480291719142,977.0,895.0,718.0,177.0,39.0,43.0
480291719143,1105.0,972.0,811.0,161.0,35.0,48.0
480291719161,1711.0,1583.0,1495.0,88.0,0.0,86.0
480291719162,854.0,793.0,531.0,262.0,45.0,16.0
480291719171,2023.0,1788.0,1652.0,136.0,58.0,110.0
480291719172,2439.0,2085.0,1768.0,317.0,86.0,203.0
480291215053,995.0,977.0,811.0,166.0,0.0,10.0
480291216051,641.0,641.0,543.0,98.0,0.0,0.0
480291216052,272.0,235.0,207.0,28.0,11.0,0.0
480291216062,1530.0,1305.0,1100.0,205.0,0.0,129.0
480291216063,439.0,425.0,387.0,38.0,0.0,14.0
480291217011,640.0,609.0,543.0,66.0,0.0,0.0
480291217012,345.0,331.0,322.0,9.0,0.0,0.0
480291217014,569.0,542.0,510.0,32.0,0.0,0.0
480291217021,1708.0,1659.0,1466.0,193.0,19.0,12.0
480291217023,1277.0,1167.0,1034.0,133.0,0.0,79.0
480291218081,381.0,351.0,332.0,19.0,30.0,0.0
480291218091,519.0,510.0,434.0,76.0,0.0,9.0
480291218092,1052.0,1014.0,946.0,68.0,0.0,27.0
480291218101,1617.0,1497.0,1326.0,171.0,11.0,78.0
480291218102,771.0,696.0,628.0,68.0,13.0,15.0
480291218112,616.0,560.0,536.0,24.0,0.0,56.0
480291218121,2103.0,1855.0,1667.0,188.0,67.0,125.0
480291219032,1347.0,1191.0,1074.0,117.0,0.0,156.0
480291218123,416.0,416.0,416.0,0.0,0.0,0.0
480291218124,283.0,259.0,259.0,0.0,0.0,21.0
480291219031,1420.0,1322.0,1248.0,74.0,0.0,87.0
480291219042,1194.0,1067.0,1033.0,34.0,7.0,101.0
480291219051,1022.0,956.0,920.0,36.0,0.0,66.0
480291219061,1416.0,1334.0,1278.0,56.0,30.0,34.0
480291219062,1489.0,1276.0,1119.0,157.0,0.0,141.0
480291219072,5215.0,4954.0,4438.0,516.0,14.0,204.0
480291219081,888.0,765.0,709.0,56.0,52.0,58.0
480291209024,1147.0,1083.0,804.0,279.0,46.0,18.0
480291211103,845.0,797.0,710.0,87.0,0.0,21.0
480291211183,872.0,816.0,732.0,84.0,0.0,56.0
480291211192,2009.0,1890.0,1701.0,189.0,34.0,65.0
480291211193,994.0,966.0,966.0,0.0,2.0,26.0
480291211202,1191.0,1123.0,1105.0,18.0,18.0,50.0
480291211211,897.0,863.0,804.0,59.0,11.0,23.0
480291211212,650.0,590.0,517.0,73.0,0.0,60.0
480291211221,857.0,827.0,764.0,63.0,0.0,30.0
480291211222,775.0,729.0,627.0,102.0,0.0,46.0
480291211223,1418.0,1371.0,1322.0,49.0,8.0,31.0
480291215014,873.0,754.0,706.0,48.0,13.0,106.0
480291713023,271.0,246.0,163.0,83.0,0.0,0.0
480291713024,255.0,247.0,247.0,0.0,0.0,2.0
480291714012,1373.0,1358.0,1203.0,155.0,6.0,0.0
480291714021,917.0,812.0,620.0,192.0,66.0,14.0
480291714023,1162.0,1105.0,1086.0,19.0,47.0,0.0
480291715011,501.0,472.0,423.0,49.0,9.0,5.0
480291715021,618.0,609.0,579.0,30.0,9.0,0.0
480291715022,298.0,281.0,258.0,23.0,17.0,0.0
480291715024,582.0,567.0,458.0,109.0,0.0,0.0
480291914121,1116.0,949.0,907.0,42.0,5.0,120.0
480291914131,1480.0,1296.0,1138.0,158.0,0.0,163.0
480291914132,1780.0,1664.0,1559.0,105.0,0.0,17.0
480291915031,1090.0,966.0,899.0,67.0,0.0,106.0
480291915032,944.0,792.0,702.0,90.0,0.0,152.0
480291915033,528.0,502.0,502.0,0.0,0.0,26.0
480291915041,512.0,487.0,452.0,35.0,5.0,20.0
480291915042,619.0,527.0,507.0,20.0,0.0,89.0
480291915051,480.0,468.0,415.0,53.0,0.0,12.0
480291915052,522.0,457.0,394.0,63.0,0.0,58.0
480291915061,1062.0,997.0,938.0,59.0,0.0,65.0
480291915062,1376.0,1170.0,985.0,185.0,34.0,67.0
480291915063,866.0,809.0,753.0,56.0,0.0,57.0
480291917012,335.0,305.0,305.0,0.0,0.0,22.0
480291917021,2116.0,2039.0,1993.0,46.0,0.0,22.0
480291917023,576.0,565.0,565.0,0.0,0.0,11.0
480291917024,405.0,325.0,311.0,14.0,0.0,78.0
480291918061,477.0,460.0,460.0,0.0,0.0,17.0
480291918062,636.0,516.0,516.0,0.0,0.0,120.0
480291918071,1763.0,1554.0,1458.0,96.0,6.0,118.0
480291918072,1482.0,1469.0,1249.0,220.0,0.0,0.0
480291918082,908.0,815.0,754.0,61.0,0.0,58.0
480291918091,2280.0,1969.0,1904.0,65.0,9.0,283.0
480291918101,1392.0,1246.0,1204.0,42.0,0.0,108.0
480291918102,1107.0,1012.0,943.0,69.0,0.0,81.0
480291918121,1127.0,1057.0,1004.0,53.0,0.0,59.0
480291918122,671.0,611.0,510.0,101.0,0.0,52.0
480291918132,1222.0,1115.0,1019.0,96.0,0.0,68.0
480291821062,1884.0,1599.0,1518.0,81.0,0.0,227.0
480291905031,756.0,723.0,643.0,80.0,17.0,16.0
480291905033,902.0,758.0,643.0,115.0,48.0,56.0
480291905041,710.0,661.0,610.0,51.0,17.0,16.0
480291906031,729.0,626.0,514.0,112.0,62.0,5.0
480291906032,724.0,712.0,642.0,70.0,8.0,0.0
480291906042,584.0,504.0,445.0,59.0,22.0,0.0
480291906043,697.0,663.0,610.0,53.0,34.0,0.0
480291910052,538.0,489.0,423.0,66.0,10.0,18.0
480291910061,425.0,348.0,319.0,29.0,0.0,0.0
480291910063,859.0,739.0,630.0,109.0,104.0,16.0
480291801014,341.0,328.0,328.0,0.0,9.0,4.0
480291801015,369.0,250.0,207.0,43.0,32.0,45.0
480291801021,407.0,364.0,337.0,27.0,6.0,37.0
480291806044,284.0,284.0,284.0,0.0,0.0,0.0
480291801022,596.0,569.0,502.0,67.0,7.0,0.0
480291806041,1137.0,908.0,834.0,74.0,7.0,222.0
480291806042,1039.0,972.0,869.0,103.0,0.0,0.0
480291806045,400.0,312.0,312.0,0.0,74.0,14.0
480291810033,2160.0,1959.0,1836.0,123.0,39.0,0.0
480291813032,896.0,680.0,547.0,133.0,101.0,23.0
480291814032,1752.0,1637.0,1608.0,29.0,0.0,115.0
480291814033,836.0,822.0,783.0,39.0,0.0,0.0
480291814042,854.0,734.0,628.0,106.0,0.0,105.0
480291815032,2465.0,2233.0,1954.0,279.0,58.0,104.0
480291817112,1254.0,1212.0,875.0,337.0,18.0,24.0
480291817113,1620.0,1549.0,1398.0,151.0,0.0,71.0
480291817153,789.0,757.0,474.0,283.0,0.0,32.0
480291817162,839.0,839.0,583.0,256.0,0.0,0.0
480291817163,1579.0,1512.0,1409.0,103.0,6.0,61.0
480291817164,679.0,669.0,596.0,73.0,0.0,10.0
480291817183,945.0,907.0,845.0,62.0,0.0,38.0
480291817201,2233.0,1902.0,1686.0,216.0,8.0,246.0
480291817202,388.0,339.0,265.0,74.0,12.0,37.0
480291817211,1248.0,1126.0,953.0,173.0,0.0,108.0
480291817212,989.0,859.0,748.0,111.0,110.0,7.0
480291817231,963.0,915.0,863.0,52.0,0.0,42.0
480291817221,1137.0,1014.0,919.0,95.0,0.0,111.0
480291817222,794.0,736.0,676.0,60.0,1.0,57.0
480291817223,930.0,851.0,757.0,94.0,0.0,79.0
480291817232,513.0,504.0,493.0,11.0,0.0,9.0
480291817233,1076.0,993.0,836.0,157.0,21.0,62.0
480291817241,1566.0,1433.0,1306.0,127.0,0.0,128.0
480291817242,1229.0,1150.0,1023.0,127.0,0.0,79.0
480291817251,1101.0,1036.0,944.0,92.0,65.0,0.0
480291817261,1079.0,1022.0,934.0,88.0,0.0,45.0
480291817262,1826.0,1727.0,1554.0,173.0,0.0,99.0
480291817271,1576.0,1447.0,1371.0,76.0,32.0,48.0
480291817272,463.0,374.0,325.0,49.0,0.0,72.0
480291817282,2278.0,1952.0,1721.0,231.0,16.0,222.0
480291817291,4746.0,4364.0,3878.0,486.0,14.0,368.0
480291817302,1424.0,1248.0,1121.0,127.0,0.0,176.0
480291817311,981.0,966.0,898.0,68.0,0.0,15.0
480291817313,1185.0,1084.0,997.0,87.0,0.0,31.0
480291817314,964.0,902.0,794.0,108.0,2.0,60.0
480291818131,1621.0,1447.0,1288.0,159.0,16.0,128.0
480291818133,1360.0,1056.0,971.0,85.0,154.0,36.0
480291818141,2465.0,2299.0,2105.0,194.0,0.0,58.0
480291818151,558.0,505.0,480.0,25.0,0.0,48.0
480291818152,1266.0,1042.0,992.0,50.0,0.0,25.0
480291818162,1762.0,1559.0,1425.0,134.0,22.0,137.0
480291818171,1257.0,1188.0,1084.0,104.0,0.0,46.0
480291818181,1012.0,851.0,836.0,15.0,17.0,91.0
480291818182,825.0,722.0,697.0,25.0,0.0,49.0
480291818191,574.0,574.0,520.0,54.0,0.0,0.0
480291818192,3257.0,2943.0,2798.0,145.0,49.0,220.0
480291818202,3090.0,2368.0,2242.0,126.0,167.0,112.0
480291818211,513.0,474.0,428.0,46.0,0.0,39.0
480291818221,678.0,621.0,559.0,62.0,0.0,35.0
480291818222,796.0,764.0,689.0,75.0,0.0,32.0
480291818231,2066.0,1605.0,1517.0,88.0,46.0,252.0
480291818241,661.0,591.0,546.0,45.0,12.0,32.0
