block_group,B08303_001E,B08303_004E_M,B08303_007E_M,B08303_011E_M,B08303_013E_M
480291818241,629.0,49.0,269.0,277.0,34.0
480291912012,851.0,212.0,506.0,118.0,15.0
480291910064,715.0,197.0,299.0,102.0,117.0
480291912011,655.0,217.0,182.0,206.0,50.0
480291912021,539.0,217.0,191.0,131.0,0.0
480291912022,1026.0,419.0,552.0,55.0,0.0
480291912023,275.0,50.0,177.0,48.0,0.0
480291912024,553.0,90.0,353.0,63.0,47.0
480291913031,951.0,287.0,371.0,269.0,24.0
480291913041,380.0,156.0,165.0,59.0,0.0
480291913042,947.0,388.0,243.0,245.0,71.0
480291914062,836.0,191.0,412.0,200.0,33.0
480291914063,770.0,190.0,368.0,152.0,60.0
480291914082,676.0,161.0,438.0,56.0,21.0
480291914101,731.0,169.0,244.0,275.0,43.0
480291914102,1469.0,408.0,798.0,228.0,35.0
480291914103,1138.0,85.0,439.0,320.0,294.0
480291914111,1031.0,262.0,420.0,275.0,74.0
480291914112,1661.0,276.0,940.0,419.0,26.0
480291818242,1355.0,288.0,598.0,442.0,27.0
480291818251,936.0,170.0,448.0,299.0,19.0
480291818252,1744.0,134.0,839.0,642.0,129.0
480291818261,1038.0,57.0,530.0,395.0,56.0
480291818262,1519.0,71.0,607.0,807.0,34.0
480291818263,597.0,232.0,261.0,104.0,0.0
480291818264,845.0,18.0,491.0,275.0,61.0
480291819011,1900.0,553.0,751.0,528.0,68.0
480291819012,1601.0,338.0,829.0,400.0,34.0
480291819021,2559.0,430.0,1250.0,815.0,64.0
480291819022,1228.0,194.0,261.0,738.0,35.0
480291820011,1114.0,95.0,457.0,485.0,77.0
480291820012,1628.0,203.0,770.0,618.0,37.0
480291820021,2203.0,371.0,923.0,856.0,53.0
480291820023,1636.0,291.0,625.0,625.0,95.0
480291820032,878.0,140.0,351.0,325.0,62.0
480291821012,684.0,81.0,335.0,247.0,21.0
480291821022,842.0,158.0,375.0,288.0,21.0
480291821023,1731.0,229.0,605.0,873.0,24.0
480291821061,1585.0,114.0,554.0,811.0,106.0
480291918142,1096.0,48.0,386.0,523.0,139.0
480291918151,1270.0,188.0,539.0,531.0,12.0
480291918161,643.0,168.0,303.0,165.0,7.0
480291918162,460.0,148.0,210.0,70.0,32.0
480291918172,1519.0,148.0,463.0,876.0,32.0
480291919001,347.0,96.0,146.0,86.0,19.0
480291919003,292.0,143.0,69.0,53.0,27.0
480291919004,178.0,47.0,73.0,58.0,0.0
480291920001,800.0,375.0,334.0,71.0,20.0
480291920002,807.0,306.0,233.0,268.0,0.0
480291920004,246.0,125.0,56.0,51.0,14.0
480291920005,212.0,103.0,80.0,29.0,0.0
480291921002,541.0,207.0,209.0,90.0,35.0
480291922001,821.0,187.0,218.0,390.0,26.0
480291923001,179.0,30.0,132.0,17.0,0.0
480291923002,1490.0,319.0,846.0,254.0,71.0
480291923003,488.0,127.0,283.0,78.0,0.0
480291923004,488.0,187.0,179.0,122.0,0.0
480299800011,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0
480299800031,537.0,260.0,212.0,65.0,0.0
480299800041,0.0,0.0,0.0,0.0,0.0
480299800051,8.0,0.0,8.0,0.0,0.0
480299801001,476.0,251.0,151.0,43.0,31.0
480291805033,1011.0,91.0,536.0,335.0,49.0
480291704011,449.0,132.0,185.0,120.0,12.0
480291914081,987.0,213.0,479.0,262.0,33.0
480291914091,2279.0,515.0,1229.0,323.0,212.0
480291412006,512.0,225.0,187.0,93.0,7.0
480291412003,641.0,200.0,271.0,140.0,30.0
480291501002,881.0,259.0,385.0,207.0,30.0
480291407002,387.0,129.0,165.0,68.0,25.0
480291413002,1140.0,161.0,576.0,353.0,50.0
480291414021,1533.0,362.0,667.0,451.0,53.0
480291806022,734.0,165.0,321.0,226.0,22.0
480291101003,705.0,354.0,253.0,91.0,7.0
480291211121,1047.0,131.0,667.0,217.0,32.0
480291519002,2178.0,122.0,1069.0,890.0,97.0
480291409001,347.0,52.0,167.0,122.0,6.0
480291505011,356.0,88.0,228.0,40.0,0.0
480291505013,348.0,90.0,166.0,51.0,41.0
480291110001,425.0,134.0,166.0,114.0,11.0
480291204002,302.0,105.0,138.0,39.0,20.0
480291204006,126.0,62.0,26.0,38.0,0.0
480291204004,368.0,65.0,187.0,103.0,13.0
480291710005,184.0,28.0,101.0,55.0,0.0
480291710003,662.0,165.0,176.0,216.0,105.0
480291717005,415.0,142.0,131.0,142.0,0.0
480291213004,676.0,181.0,255.0,240.0,0.0
480291215012,1049.0,103.0,605.0,313.0,28.0
480291215073,536.0,84.0,246.0,178.0,28.0
480291312001,535.0,125.0,122.0,202.0,86.0
480291404003,529.0,126.0,214.0,89.0,100.0
480291101001,354.0,162.0,144.0,48.0,0.0
480291209023,1041.0,278.0,509.0,159.0,95.0
480291214032,580.0,173.0,208.0,194.0,5.0
480291216041,2034.0,579.0,620.0,795.0,40.0
480291216044,949.0,275.0,271.0,281.0,122.0
480291207023,616.0,107.0,346.0,89.0,74.0
480291213002,527.0,150.0,97.0,247.0,33.0
480291703001,771.0,384.0,227.0,160.0,0.0
480291704022,515.0,31.0,327.0,157.0,0.0
480291704023,535.0,67.0,253.0,174.0,41.0
480291706002,588.0,86.0,167.0,292.0,43.0
480291707001,565.0,177.0,229.0,97.0,62.0
480291212041,736.0,141.0,385.0,198.0,12.0
480291212045,1188.0,276.0,509.0,224.0,179.0
480291416001,1208.0,308.0,471.0,405.0,24.0
480291215051,1316.0,171.0,523.0,497.0,125.0
480291403001,389.0,69.0,152.0,102.0,66.0
480291701013,497.0,56.0,288.0,153.0,0.0
480291718021,384.0,0.0,227.0,157.0,0.0
480291718024,370.0,69.0,85.0,216.0,0.0
480291507005,493.0,0.0,200.0,293.0,0.0
480291507002,486.0,116.0,194.0,176.0,0.0
480291507004,544.0,194.0,306.0,44.0,0.0
480291601002,744.0,239.0,340.0,135.0,30.0
480291813021,1387.0,493.0,647.0,177.0,70.0
480291815063,1036.0,253.0,278.0,296.0,209.0
480291809024,822.0,243.0,443.0,136.0,0.0
480291810032,534.0,96.0,279.0,159.0,0.0
480291810053,938.0,241.0,413.0,244.0,40.0
480291817152,709.0,43.0,337.0,317.0,12.0
480291203001,940.0,181.0,669.0,70.0,20.0
480291205011,285.0,0.0,148.0,125.0,12.0
480291205016,493.0,160.0,183.0,150.0,0.0
480291205017,729.0,249.0,269.0,52.0,159.0
480291211151,681.0,179.0,255.0,177.0,70.0
480291211173,730.0,243.0,278.0,188.0,21.0
480291815031,1702.0,347.0,888.0,351.0,116.0
480291215082,1072.0,134.0,460.0,298.0,180.0
480291914054,464.0,99.0,269.0,84.0,12.0
480291709002,589.0,174.0,255.0,130.0,30.0
480291615012,216.0,79.0,40.0,97.0,0.0
480291615014,498.0,100.0,204.0,157.0,37.0
480291701023,590.0,74.0,289.0,145.0,82.0
480291711002,662.0,103.0,285.0,263.0,11.0
480291807024,294.0,52.0,210.0,12.0,20.0
480291807021,756.0,62.0,598.0,56.0,40.0
480291809013,574.0,90.0,206.0,252.0,26.0
480291108003,260.0,68.0,151.0,41.0,0.0
480291211163,764.0,131.0,349.0,201.0,83.0
480291212034,600.0,113.0,301.0,174.0,12.0
480291212033,517.0,62.0,269.0,160.0,26.0
480291817181,1101.0,288.0,230.0,536.0,47.0
480291902005,617.0,417.0,121.0,79.0,0.0
480291902002,274.0,62.0,172.0,40.0,0.0
480291802024,219.0,8.0,189.0,22.0,0.0
480291802022,520.0,113.0,224.0,144.0,39.0
480291805014,180.0,75.0,33.0,55.0,17.0
480291808003,203.0,95.0,54.0,54.0,0.0
480291708001,215.0,44.0,118.0,48.0,5.0
480291106001,387.0,30.0,137.0,203.0,17.0
480291510002,479.0,54.0,271.0,112.0,42.0
480291510003,628.0,164.0,213.0,231.0,20.0
480291607021,451.0,21.0,238.0,175.0,17.0
480291607022,556.0,201.0,263.0,67.0,25.0
480291215083,505.0,88.0,135.0,262.0,20.0
480291216011,779.0,283.0,284.0,196.0,16.0
480291218022,1293.0,320.0,731.0,220.0,22.0
480291303004,383.0,95.0,118.0,163.0,7.0
480291303003,271.0,72.0,81.0,118.0,0.0
480291909014,288.0,63.0,173.0,0.0,52.0
480291809011,465.0,28.0,291.0,146.0,0.0
480291815043,224.0,31.0,193.0,0.0,0.0
480291816011,500.0,14.0,260.0,209.0,17.0
480291818093,803.0,90.0,499.0,187.0,27.0
480291821011,1916.0,278.0,884.0,672.0,82.0
480291906012,541.0,71.0,321.0,149.0,0.0
480291910042,869.0,224.0,369.0,248.0,28.0
480291212052,516.0,194.0,238.0,73.0,11.0
480291212064,372.0,67.0,169.0,72.0,64.0
480291212066,543.0,2.0,433.0,108.0,0.0
480291602001,381.0,50.0,220.0,103.0,8.0
480291817131,1162.0,57.0,562.0,452.0,91.0
480291815052,681.0,156.0,386.0,139.0,0.0
480291817041,707.0,82.0,287.0,293.0,45.0
480291817043,979.0,93.0,561.0,234.0,91.0
480291907001,555.0,232.0,242.0,73.0,8.0
480291812003,497.0,59.0,248.0,190.0,0.0
480291511006,75.0,28.0,0.0,37.0,10.0
480291514003,555.0,121.0,146.0,261.0,27.0
480291909022,803.0,182.0,534.0,67.0,20.0
480291810011,738.0,198.0,283.0,248.0,9.0
480291821031,1320.0,198.0,290.0,656.0,176.0
480291901001,371.0,82.0,138.0,151.0,0.0
480291817033,1415.0,104.0,459.0,604.0,248.0
480291803004,416.0,37.0,221.0,130.0,28.0
480291313003,636.0,154.0,290.0,153.0,39.0
480291313002,673.0,241.0,227.0,173.0,32.0
480291103001,613.0,146.0,307.0,125.0,35.0
480291206007,294.0,140.0,76.0,78.0,0.0
480291206004,776.0,342.0,370.0,64.0,0.0
480291206001,698.0,389.0,237.0,72.0,0.0
480291517005,538.0,122.0,273.0,143.0,0.0
480291517004,427.0,85.0,52.0,228.0,62.0
480291719031,459.0,93.0,204.0,144.0,18.0
480291717002,357.0,102.0,156.0,84.0,15.0
480291719033,647.0,14.0,367.0,266.0,0.0
480291509004,266.0,87.0,68.0,111.0,0.0
480291509003,669.0,124.0,213.0,222.0,110.0
480291705001,496.0,126.0,254.0,116.0,0.0
480291805041,696.0,140.0,245.0,292.0,19.0
480291205022,221.0,80.0,108.0,5.0,28.0
480291205021,534.0,119.0,341.0,38.0,36.0
480291207014,311.0,130.0,139.0,28.0,14.0
480291302001,463.0,173.0,188.0,97.0,5.0
480291410001,258.0,26.0,135.0,58.0,39.0
480291516005,339.0,135.0,59.0,145.0,0.0
480291516003,1002.0,106.0,486.0,376.0,34.0
480291817053,1183.0,378.0,371.0,378.0,56.0
480291606002,701.0,151.0,376.0,157.0,17.0
480291419001,901.0,250.0,326.0,322.0,3.0
480291515001,354.0,54.0,154.0,143.0,3.0
480291603001,450.0,121.0,198.0,75.0,56.0
480291603004,459.0,112.0,308.0,39.0,0.0
480291613021,1765.0,264.0,888.0,548.0,65.0
480291804002,695.0,152.0,416.0,102.0,25.0
480291807011,665.0,60.0,413.0,168.0,24.0
480291811001,654.0,270.0,310.0,74.0,0.0
480291211082,830.0,215.0,397.0,218.0,0.0
480291203004,533.0,254.0,279.0,0.0,0.0
480291203006,488.0,133.0,250.0,20.0,85.0
480291506002,631.0,99.0,253.0,234.0,45.0
480291506001,375.0,70.0,159.0,126.0,20.0
480291511002,889.0,212.0,448.0,229.0,0.0
480291105001,493.0,86.0,217.0,150.0,40.0
480291210002,302.0,105.0,190.0,7.0,0.0
480291210001,265.0,54.0,179.0,32.0,0.0
480291211101,1107.0,225.0,545.0,294.0,43.0
480291215063,737.0,168.0,335.0,219.0,15.0
480291315033,528.0,195.0,141.0,179.0,13.0
480291315043,1154.0,66.0,560.0,450.0,78.0
480291315061,566.0,77.0,295.0,183.0,11.0
480291315072,540.0,97.0,298.0,116.0,29.0
480291316062,1560.0,358.0,595.0,576.0,31.0
480291316091,941.0,162.0,335.0,379.0,65.0
480291316101,1511.0,287.0,625.0,533.0,66.0
480291316121,938.0,118.0,438.0,373.0,9.0
480291316141,1758.0,156.0,854.0,701.0,47.0
480291316152,1111.0,107.0,336.0,652.0,16.0
480291318011,665.0,48.0,156.0,423.0,38.0
480291318022,310.0,24.0,88.0,184.0,14.0
480291411012,362.0,141.0,153.0,14.0,54.0
480291522022,586.0,40.0,205.0,310.0,31.0
480291411022,223.0,22.0,94.0,100.0,7.0
480291414031,661.0,122.0,217.0,292.0,30.0
480291414042,977.0,148.0,448.0,304.0,77.0
480291605013,205.0,0.0,59.0,146.0,0.0
480291605023,415.0,86.0,114.0,215.0,0.0
480291609012,442.0,83.0,195.0,126.0,38.0
480291609022,609.0,82.0,198.0,252.0,77.0
480291613031,1062.0,39.0,499.0,486.0,38.0
480291613042,946.0,37.0,368.0,415.0,126.0
480291615032,571.0,28.0,206.0,296.0,41.0
480291615042,1076.0,65.0,486.0,456.0,69.0
480291618021,2638.0,342.0,1175.0,998.0,123.0
480291619021,500.0,84.0,161.0,255.0,0.0
480291620031,989.0,92.0,319.0,442.0,136.0
480291620041,522.0,92.0,225.0,165.0,40.0
480291713012,594.0,92.0,255.0,197.0,50.0
480291716012,402.0,171.0,110.0,87.0,34.0
480291716022,231.0,6.0,130.0,95.0,0.0
480291719122,1089.0,135.0,518.0,426.0,10.0
480291719141,730.0,112.0,257.0,245.0,116.0
480291719151,804.0,169.0,327.0,265.0,43.0
480291719163,1537.0,208.0,628.0,527.0,174.0
480291719181,691.0,155.0,203.0,283.0,50.0
480291215044,1379.0,295.0,556.0,502.0,26.0
480291215064,389.0,84.0,230.0,75.0,0.0
480291216061,298.0,27.0,188.0,83.0,0.0
480291216064,323.0,75.0,82.0,166.0,0.0
480291217013,242.0,113.0,59.0,48.0,22.0
480291217022,454.0,206.0,144.0,104.0,0.0
480291218082,1380.0,234.0,747.0,383.0,16.0
480291218093,898.0,175.0,421.0,274.0,28.0
480291218111,2249.0,341.0,1297.0,513.0,98.0
480291218122,573.0,225.0,316.0,15.0,17.0
480291218131,942.0,169.0,513.0,255.0,5.0
480291219041,490.0,67.0,198.0,172.0,53.0
480291219052,2018.0,652.0,510.0,669.0,187.0
480291219071,684.0,26.0,295.0,333.0,30.0
480291211085,977.0,246.0,444.0,254.0,33.0
480291211191,416.0,31.0,385.0,0.0,0.0
480291211201,1441.0,268.0,791.0,364.0,18.0
480291207013,542.0,238.0,225.0,79.0,0.0
480291215043,967.0,171.0,514.0,256.0,26.0
480291503002,582.0,154.0,311.0,104.0,13.0
480291418003,872.0,136.0,297.0,378.0,61.0
480291508001,407.0,207.0,200.0,0.0,0.0
480291712001,463.0,81.0,145.0,227.0,10.0
480291712002,374.0,92.0,180.0,102.0,0.0
480291512004,278.0,0.0,99.0,167.0,12.0
480291904002,992.0,675.0,232.0,68.0,17.0
480291817121,1249.0,150.0,657.0,406.0,36.0
480291816024,822.0,146.0,297.0,307.0,72.0
480291816022,721.0,197.0,313.0,175.0,36.0
480291314022,820.0,123.0,261.0,422.0,14.0
480291719183,1348.0,359.0,431.0,477.0,81.0
480291719201,1643.0,112.0,624.0,619.0,288.0
480291719212,741.0,33.0,417.0,256.0,35.0
480291719231,808.0,117.0,376.0,259.0,56.0
480291719234,2564.0,514.0,1223.0,704.0,123.0
480291719251,464.0,38.0,283.0,116.0,27.0
480291719253,1928.0,380.0,868.0,592.0,88.0
480291720023,2345.0,246.0,805.0,1095.0,199.0
480291720041,1572.0,126.0,525.0,704.0,217.0
480291720061,1815.0,208.0,661.0,781.0,165.0
480291720071,2230.0,320.0,544.0,1213.0,153.0
480291801011,511.0,44.0,377.0,90.0,0.0
480291714011,1010.0,204.0,351.0,408.0,47.0
480291714022,284.0,0.0,137.0,104.0,43.0
480291715012,491.0,69.0,209.0,124.0,89.0
480291715023,811.0,186.0,334.0,202.0,89.0
480291917011,338.0,56.0,170.0,81.0,31.0
480291917022,706.0,228.0,270.0,149.0,59.0
480291918043,1030.0,69.0,379.0,519.0,63.0
480291918111,1682.0,211.0,497.0,847.0,127.0
480291918063,2421.0,386.0,970.0,1005.0,60.0
480291918081,1335.0,185.0,461.0,581.0,108.0
480291918092,1111.0,82.0,281.0,627.0,121.0
480291918131,2043.0,226.0,573.0,1173.0,71.0
480291817252,1189.0,427.0,387.0,314.0,61.0
480291817263,1626.0,267.0,413.0,786.0,160.0
480291817281,3142.0,333.0,881.0,1645.0,283.0
480291817301,516.0,46.0,251.0,172.0,47.0
480291817312,1199.0,109.0,323.0,749.0,18.0
480291818112,226.0,9.0,50.0,111.0,56.0
480291818132,1322.0,229.0,734.0,194.0,165.0
480291818142,1795.0,674.0,674.0,447.0,0.0
480291818161,535.0,119.0,203.0,176.0,37.0
480291818172,457.0,109.0,184.0,164.0,0.0
480291818183,1378.0,397.0,397.0,437.0,147.0
480291818201,875.0,568.0,267.0,40.0,0.0
480291818212,1442.0,432.0,735.0,232.0,43.0
480291818223,1175.0,232.0,477.0,436.0,30.0
480291905032,597.0,189.0,252.0,90.0,66.0
480291905042,676.0,131.0,330.0,158.0,57.0
480291906041,548.0,139.0,266.0,110.0,33.0
480291910051,457.0,200.0,133.0,84.0,40.0
480291910062,731.0,163.0,335.0,218.0,15.0
480291801013,463.0,64.0,292.0,107.0,0.0
480291801016,270.0,29.0,187.0,42.0,12.0
480291806031,1044.0,264.0,606.0,153.0,21.0
480291806043,360.0,151.0,33.0,176.0,0.0
480291807026,977.0,176.0,493.0,267.0,41.0
480291814031,901.0,505.0,255.0,95.0,46.0
480291814041,2156.0,1145.0,705.0,306.0,0.0
480291815044,841.0,171.0,402.0,232.0,36.0
480291817154,1137.0,162.0,600.0,321.0,54.0
480291820022,225.0,0.0,109.0,116.0,0.0
480291820031,1557.0,124.0,806.0,603.0,24.0
480291821013,1235.0,162.0,348.0,626.0,99.0
480291821051,1138.0,69.0,261.0,703.0,105.0
480291910065,251.0,12.0,187.0,52.0,0.0
480291912013,146.0,20.0,72.0,54.0,0.0
480291918141,1321.0,140.0,274.0,811.0,96.0
480291918152,920.0,171.0,303.0,446.0,0.0
480291918171,4128.0,822.0,1725.0,1544.0,37.0
480291919002,508.0,149.0,162.0,150.0,47.0
480291919005,385.0,93.0,131.0,124.0,37.0
480291920003,965.0,206.0,581.0,116.0,62.0
480291921001,624.0,245.0,287.0,72.0,20.0
480291922002,406.0,135.0,110.0,155.0,6.0
