block_group,B19001_001E,B19001_002E,B19001_005E_M,B19001_010E_M,B19001_013E_M,B19001_016E_M,B19001_017E
480291818241,460.0,4.0,26.0,56.0,160.0,198.0,16.0
480291912012,473.0,0.0,74.0,68.0,166.0,136.0,29.0
480291910064,395.0,11.0,75.0,85.0,215.0,9.0,0.0
480291912011,488.0,19.0,16.0,184.0,173.0,69.0,27.0
480291912021,596.0,76.0,156.0,51.0,203.0,90.0,20.0
480291912022,836.0,123.0,249.0,238.0,186.0,40.0,0.0
480291912023,250.0,56.0,14.0,17.0,91.0,54.0,18.0
480291912024,512.0,16.0,88.0,116.0,191.0,89.0,12.0
480291913031,767.0,20.0,74.0,203.0,247.0,184.0,39.0
480291913041,336.0,17.0,55.0,70.0,92.0,74.0,28.0
480291913042,788.0,91.0,250.0,379.0,68.0,0.0,0.0
480291914062,748.0,0.0,14.0,84.0,57.0,281.0,312.0
480291914063,761.0,45.0,38.0,109.0,141.0,271.0,157.0
480291914082,550.0,22.0,67.0,205.0,159.0,97.0,0.0
480291914101,687.0,97.0,135.0,264.0,175.0,16.0,0.0
480291914102,1112.0,13.0,135.0,482.0,399.0,71.0,12.0
480291914103,859.0,0.0,282.0,323.0,238.0,16.0,0.0
480291914111,869.0,82.0,115.0,279.0,165.0,170.0,58.0
480291914112,1192.0,57.0,118.0,167.0,545.0,207.0,98.0
480291818242,638.0,25.0,57.0,230.0,143.0,157.0,26.0
480291818251,710.0,0.0,84.0,159.0,325.0,124.0,18.0
480291818252,1077.0,65.0,31.0,88.0,454.0,315.0,124.0
480291818261,567.0,16.0,22.0,34.0,373.0,64.0,58.0
480291818262,778.0,0.0,41.0,90.0,421.0,132.0,94.0
480291818263,409.0,0.0,0.0,0.0,308.0,101.0,0.0
480291818264,503.0,0.0,0.0,69.0,217.0,157.0,60.0
480291819011,918.0,135.0,306.0,196.0,241.0,40.0,0.0
480291819012,1278.0,44.0,9.0,288.0,217.0,589.0,131.0
480291819021,1918.0,24.0,111.0,85.0,337.0,607.0,754.0
480291819022,845.0,16.0,20.0,55.0,135.0,424.0,195.0
480291820011,805.0,3.0,33.0,95.0,230.0,416.0,28.0
480291820012,930.0,10.0,42.0,114.0,239.0,454.0,71.0
480291820021,1735.0,62.0,105.0,184.0,391.0,652.0,341.0
480291820023,993.0,0.0,0.0,58.0,120.0,483.0,332.0
480291820032,549.0,38.0,36.0,34.0,170.0,127.0,144.0
480291821012,971.0,0.0,120.0,161.0,122.0,384.0,184.0
480291821022,678.0,0.0,13.0,122.0,186.0,233.0,124.0
480291821023,1302.0,30.0,0.0,74.0,236.0,581.0,381.0
480291821061,969.0,7.0,35.0,73.0,197.0,380.0,277.0
480291918142,665.0,0.0,9.0,8.0,158.0,427.0,63.0
480291918151,952.0,39.0,64.0,64.0,215.0,333.0,237.0
480291918161,935.0,26.0,59.0,236.0,282.0,205.0,127.0
480291918162,559.0,0.0,31.0,139.0,196.0,117.0,76.0
480291918172,1118.0,34.0,0.0,96.0,409.0,401.0,178.0
480291919001,428.0,53.0,50.0,52.0,95.0,127.0,51.0
480291919003,248.0,44.0,66.0,116.0,9.0,5.0,8.0
480291919004,230.0,58.0,55.0,63.0,54.0,0.0,0.0
480291920001,478.0,13.0,42.0,84.0,101.0,176.0,62.0
480291920002,696.0,71.0,176.0,243.0,39.0,167.0,0.0
480291920004,259.0,17.0,86.0,68.0,24.0,64.0,0.0
480291920005,153.0,27.0,90.0,0.0,0.0,36.0,0.0
480291921002,544.0,14.0,62.0,169.0,162.0,98.0,39.0
480291922001,668.0,84.0,28.0,291.0,183.0,48.0,34.0
480291923001,328.0,32.0,32.0,96.0,110.0,58.0,0.0
480291923002,1066.0,0.0,116.0,150.0,307.0,339.0,154.0
480291923003,429.0,17.0,0.0,11.0,76.0,103.0,222.0
480291923004,395.0,42.0,43.0,126.0,113.0,33.0,38.0
480299800011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800031,222.0,11.0,6.0,80.0,101.0,24.0,0.0
480299800041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800051,4.0,0.0,0.0,0.0,0.0,4.0,0.0
480299801001,66.0,0.0,17.0,11.0,26.0,12.0,0.0
480291805033,585.0,19.0,57.0,160.0,267.0,82.0,0.0
480291704011,297.0,28.0,44.0,81.0,144.0,0.0,0.0
480291914081,879.0,67.0,131.0,418.0,202.0,51.0,10.0
480291914091,1576.0,98.0,259.0,526.0,419.0,248.0,26.0
480291412006,363.0,0.0,14.0,126.0,88.0,118.0,17.0
480291412003,340.0,0.0,29.0,156.0,155.0,0.0,0.0
480291501002,533.0,36.0,184.0,165.0,123.0,25.0,0.0
480291407002,449.0,128.0,106.0,128.0,76.0,11.0,0.0
480291413002,847.0,17.0,177.0,225.0,167.0,252.0,9.0
480291414021,1008.0,92.0,107.0,169.0,300.0,340.0,0.0
480291806022,780.0,211.0,144.0,155.0,176.0,94.0,0.0
480291101003,707.0,71.0,153.0,115.0,273.0,69.0,26.0
480291211121,1189.0,60.0,156.0,466.0,341.0,159.0,7.0
480291519002,1469.0,145.0,177.0,453.0,333.0,295.0,66.0
480291409001,350.0,30.0,109.0,123.0,88.0,0.0,0.0
480291505011,199.0,0.0,30.0,91.0,68.0,10.0,0.0
480291505013,352.0,28.0,77.0,131.0,102.0,14.0,0.0
480291110001,353.0,90.0,71.0,95.0,88.0,5.0,4.0
480291204002,285.0,0.0,36.0,62.0,33.0,42.0,112.0
480291204006,497.0,0.0,102.0,58.0,208.0,89.0,40.0
480291204004,351.0,19.0,0.0,0.0,0.0,136.0,196.0
480291710005,245.0,79.0,75.0,66.0,17.0,8.0,0.0
480291710003,416.0,16.0,203.0,158.0,15.0,24.0,0.0
480291717005,309.0,17.0,36.0,76.0,122.0,58.0,0.0
480291213004,500.0,16.0,32.0,68.0,223.0,72.0,89.0
480291215012,746.0,55.0,37.0,116.0,219.0,239.0,80.0
480291215073,306.0,16.0,31.0,77.0,115.0,67.0,0.0
480291312001,636.0,159.0,198.0,152.0,101.0,26.0,0.0
480291404003,310.0,36.0,37.0,93.0,84.0,60.0,0.0
480291101001,451.0,66.0,56.0,195.0,67.0,39.0,28.0
480291209023,875.0,67.0,157.0,447.0,188.0,16.0,0.0
480291214032,380.0,21.0,47.0,158.0,122.0,32.0,0.0
480291216041,1504.0,44.0,55.0,516.0,455.0,434.0,0.0
480291216044,626.0,28.0,0.0,183.0,155.0,201.0,59.0
480291207023,574.0,0.0,95.0,106.0,170.0,126.0,77.0
480291213002,408.0,48.0,57.0,74.0,106.0,123.0,0.0
480291703001,394.0,72.0,125.0,92.0,85.0,20.0,0.0
480291704022,355.0,28.0,118.0,139.0,28.0,42.0,0.0
480291704023,399.0,50.0,109.0,162.0,78.0,0.0,0.0
480291706002,381.0,25.0,98.0,69.0,140.0,49.0,0.0
480291707001,333.0,53.0,31.0,89.0,134.0,26.0,0.0
480291212041,888.0,150.0,264.0,171.0,229.0,54.0,20.0
480291212045,941.0,14.0,219.0,425.0,235.0,33.0,15.0
480291416001,755.0,61.0,43.0,175.0,364.0,95.0,17.0
480291215051,888.0,28.0,68.0,283.0,355.0,135.0,19.0
480291403001,392.0,80.0,134.0,60.0,97.0,21.0,0.0
480291701013,359.0,66.0,119.0,101.0,73.0,0.0,0.0
480291718021,347.0,55.0,107.0,71.0,101.0,13.0,0.0
480291718024,470.0,70.0,117.0,199.0,84.0,0.0,0.0
480291507005,407.0,25.0,105.0,110.0,157.0,10.0,0.0
480291507002,498.0,23.0,229.0,101.0,134.0,11.0,0.0
480291507004,440.0,164.0,73.0,97.0,62.0,44.0,0.0
480291601002,424.0,83.0,57.0,94.0,183.0,0.0,7.0
480291813021,1209.0,82.0,282.0,390.0,370.0,85.0,0.0
480291815063,1035.0,98.0,333.0,393.0,119.0,92.0,0.0
480291809024,531.0,13.0,163.0,135.0,207.0,13.0,0.0
480291810032,589.0,126.0,172.0,189.0,102.0,0.0,0.0
480291810053,654.0,37.0,100.0,327.0,122.0,68.0,0.0
480291817152,436.0,0.0,46.0,135.0,192.0,63.0,0.0
480291203001,616.0,0.0,0.0,19.0,45.0,392.0,160.0
480291205011,262.0,74.0,75.0,43.0,70.0,0.0,0.0
480291205016,442.0,0.0,91.0,184.0,150.0,17.0,0.0
480291205017,327.0,24.0,26.0,167.0,79.0,31.0,0.0
480291211151,567.0,0.0,80.0,91.0,208.0,180.0,8.0
480291211173,638.0,39.0,79.0,143.0,237.0,127.0,13.0
480291815031,1290.0,81.0,109.0,272.0,491.0,331.0,6.0
480291215082,606.0,55.0,133.0,155.0,207.0,37.0,19.0
480291914054,444.0,35.0,42.0,37.0,87.0,82.0,161.0
480291709002,554.0,39.0,240.0,130.0,126.0,9.0,10.0
480291615012,203.0,0.0,12.0,75.0,105.0,11.0,0.0
480291615014,436.0,91.0,87.0,138.0,79.0,41.0,0.0
480291701023,573.0,80.0,178.0,181.0,75.0,59.0,0.0
480291711002,543.0,70.0,136.0,118.0,215.0,4.0,0.0
480291807024,449.0,16.0,165.0,187.0,48.0,33.0,0.0
480291807021,876.0,151.0,189.0,255.0,207.0,23.0,51.0
480291809013,549.0,97.0,64.0,219.0,154.0,15.0,0.0
480291108003,241.0,47.0,29.0,92.0,51.0,11.0,11.0
480291211163,574.0,14.0,49.0,231.0,78.0,122.0,80.0
480291212034,390.0,11.0,120.0,69.0,124.0,66.0,0.0
480291212033,374.0,0.0,89.0,152.0,82.0,51.0,0.0
480291817181,763.0,12.0,15.0,123.0,358.0,236.0,19.0
480291902005,499.0,46.0,53.0,171.0,94.0,20.0,115.0
480291902002,226.0,15.0,57.0,0.0,130.0,17.0,7.0
480291802024,292.0,89.0,14.0,69.0,78.0,42.0,0.0
480291802022,651.0,63.0,168.0,297.0,114.0,9.0,0.0
480291805014,492.0,166.0,215.0,87.0,16.0,8.0,0.0
480291808003,261.0,24.0,42.0,98.0,74.0,23.0,0.0
480291708001,186.0,38.0,42.0,49.0,57.0,0.0,0.0
480291106001,226.0,0.0,80.0,64.0,82.0,0.0,0.0
480291510002,335.0,56.0,68.0,115.0,69.0,27.0,0.0
480291510003,357.0,9.0,99.0,113.0,110.0,26.0,0.0
480291607021,381.0,57.0,87.0,113.0,84.0,40.0,0.0
480291607022,698.0,129.0,202.0,222.0,138.0,7.0,0.0
480291215083,284.0,7.0,40.0,86.0,117.0,34.0,0.0
480291216011,632.0,14.0,93.0,204.0,243.0,48.0,30.0
480291218022,916.0,97.0,160.0,165.0,345.0,149.0,0.0
480291303004,299.0,49.0,72.0,69.0,74.0,35.0,0.0
480291303003,173.0,12.0,63.0,77.0,21.0,0.0,0.0
480291909014,282.0,14.0,66.0,66.0,90.0,46.0,0.0
480291809011,287.0,0.0,41.0,103.0,118.0,25.0,0.0
480291815043,170.0,0.0,0.0,47.0,49.0,74.0,0.0
480291816011,269.0,9.0,29.0,55.0,96.0,80.0,0.0
480291818093,438.0,0.0,46.0,102.0,254.0,36.0,0.0
480291821011,1134.0,75.0,21.0,68.0,167.0,532.0,271.0
480291906012,455.0,35.0,131.0,189.0,72.0,28.0,0.0
480291910042,664.0,82.0,225.0,190.0,125.0,42.0,0.0
480291212052,506.0,104.0,168.0,175.0,59.0,0.0,0.0
480291212064,377.0,0.0,59.0,21.0,193.0,103.0,1.0
480291212066,505.0,30.0,71.0,152.0,180.0,22.0,50.0
480291602001,314.0,54.0,41.0,101.0,108.0,10.0,0.0
480291817131,735.0,70.0,63.0,88.0,290.0,224.0,0.0
480291815052,476.0,13.0,13.0,69.0,293.0,81.0,7.0
480291817041,500.0,9.0,18.0,70.0,215.0,178.0,10.0
480291817043,674.0,41.0,97.0,105.0,326.0,97.0,8.0
480291907001,487.0,34.0,77.0,106.0,159.0,111.0,0.0
480291812003,438.0,60.0,42.0,106.0,102.0,55.0,73.0
480291511006,83.0,17.0,39.0,27.0,0.0,0.0,0.0
480291514003,436.0,88.0,132.0,75.0,125.0,16.0,0.0
480291909022,503.0,0.0,33.0,88.0,304.0,78.0,0.0
480291810011,638.0,0.0,152.0,180.0,191.0,87.0,28.0
480291821031,935.0,21.0,46.0,101.0,224.0,378.0,165.0
480291901001,249.0,15.0,51.0,57.0,90.0,36.0,0.0
480291817033,934.0,75.0,69.0,66.0,231.0,364.0,129.0
480291803004,316.0,67.0,66.0,97.0,59.0,27.0,0.0
480291313003,799.0,90.0,247.0,233.0,138.0,91.0,0.0
480291313002,483.0,0.0,134.0,160.0,107.0,82.0,0.0
480291103001,835.0,202.0,273.0,63.0,197.0,50.0,50.0
480291206007,514.0,189.0,82.0,58.0,154.0,12.0,19.0
480291206004,730.0,23.0,88.0,116.0,270.0,124.0,109.0
480291206001,495.0,68.0,0.0,181.0,150.0,83.0,13.0
480291517005,448.0,9.0,122.0,100.0,217.0,0.0,0.0
480291517004,184.0,24.0,22.0,39.0,87.0,12.0,0.0
480291719031,601.0,116.0,67.0,178.0,188.0,52.0,0.0
480291717002,328.0,38.0,111.0,0.0,179.0,0.0,0.0
480291719033,493.0,23.0,25.0,204.0,217.0,24.0,0.0
480291509004,361.0,39.0,112.0,71.0,108.0,13.0,18.0
480291509003,546.0,83.0,132.0,183.0,148.0,0.0,0.0
480291705001,536.0,72.0,207.0,105.0,48.0,91.0,13.0
480291805041,498.0,14.0,107.0,163.0,185.0,21.0,8.0
480291205022,193.0,36.0,22.0,76.0,31.0,16.0,12.0
480291205021,415.0,47.0,51.0,132.0,177.0,8.0,0.0
480291207014,387.0,49.0,12.0,68.0,95.0,127.0,36.0
480291302001,301.0,20.0,48.0,138.0,68.0,23.0,4.0
480291410001,194.0,2.0,35.0,39.0,99.0,19.0,0.0
480291516005,234.0,0.0,72.0,60.0,56.0,46.0,0.0
480291516003,662.0,0.0,182.0,213.0,200.0,67.0,0.0
480291817053,948.0,0.0,279.0,268.0,289.0,112.0,0.0
480291606002,443.0,88.0,42.0,132.0,150.0,31.0,0.0
480291419001,512.0,18.0,116.0,74.0,130.0,156.0,18.0
480291515001,217.0,0.0,60.0,80.0,68.0,9.0,0.0
480291603001,332.0,44.0,63.0,85.0,140.0,0.0,0.0
480291603004,335.0,42.0,93.0,101.0,89.0,0.0,10.0
480291613021,956.0,85.0,156.0,318.0,320.0,77.0,0.0
480291804002,629.0,179.0,134.0,182.0,101.0,33.0,0.0
480291807011,469.0,0.0,72.0,116.0,98.0,146.0,37.0
480291811001,621.0,16.0,64.0,235.0,239.0,67.0,0.0
480291211082,714.0,0.0,112.0,81.0,323.0,137.0,61.0
480291203004,463.0,0.0,15.0,68.0,57.0,86.0,237.0
480291203006,358.0,0.0,0.0,20.0,89.0,131.0,118.0
480291506002,360.0,11.0,67.0,137.0,120.0,25.0,0.0
480291506001,350.0,35.0,56.0,158.0,81.0,20.0,0.0
480291511002,482.0,18.0,82.0,249.0,128.0,5.0,0.0
480291105001,780.0,353.0,220.0,137.0,51.0,19.0,0.0
480291210002,276.0,0.0,76.0,69.0,131.0,0.0,0.0
480291210001,171.0,18.0,10.0,106.0,21.0,0.0,16.0
480291211101,703.0,0.0,18.0,114.0,234.0,331.0,6.0
480291215063,358.0,50.0,66.0,98.0,110.0,34.0,0.0
480291315033,443.0,8.0,79.0,117.0,152.0,75.0,12.0
480291315043,803.0,15.0,168.0,273.0,269.0,78.0,0.0
480291315061,449.0,11.0,162.0,98.0,158.0,20.0,0.0
480291315072,277.0,12.0,93.0,30.0,82.0,60.0,0.0
480291316062,940.0,29.0,43.0,161.0,447.0,260.0,0.0
480291316091,673.0,12.0,39.0,76.0,410.0,108.0,28.0
480291316101,765.0,9.0,50.0,196.0,287.0,223.0,0.0
480291316121,623.0,10.0,13.0,120.0,392.0,78.0,10.0
480291316141,1033.0,6.0,68.0,219.0,520.0,206.0,14.0
480291316152,707.0,4.0,38.0,172.0,355.0,138.0,0.0
480291318011,487.0,0.0,57.0,75.0,223.0,120.0,12.0
480291318022,212.0,0.0,27.0,33.0,63.0,80.0,9.0
480291411012,374.0,78.0,127.0,72.0,80.0,17.0,0.0
480291522022,392.0,19.0,81.0,108.0,101.0,50.0,33.0
480291411022,191.0,9.0,25.0,81.0,76.0,0.0,0.0
480291414031,560.0,29.0,88.0,133.0,186.0,116.0,8.0
480291414042,583.0,38.0,78.0,147.0,183.0,116.0,21.0
480291605013,298.0,97.0,79.0,30.0,75.0,17.0,0.0
480291605023,303.0,45.0,51.0,156.0,31.0,20.0,0.0
480291609012,303.0,22.0,86.0,88.0,94.0,13.0,0.0
480291609022,437.0,44.0,176.0,103.0,90.0,24.0,0.0
480291613031,514.0,33.0,151.0,134.0,159.0,37.0,0.0
480291613042,554.0,23.0,122.0,155.0,210.0,44.0,0.0
480291615032,349.0,8.0,93.0,53.0,144.0,51.0,0.0
480291615042,702.0,40.0,140.0,293.0,136.0,93.0,0.0
480291618021,1515.0,14.0,178.0,418.0,531.0,351.0,23.0
480291619021,418.0,11.0,41.0,208.0,136.0,22.0,0.0
480291620031,637.0,53.0,117.0,201.0,200.0,66.0,0.0
480291620041,400.0,0.0,137.0,99.0,116.0,30.0,18.0
480291713012,579.0,112.0,142.0,158.0,147.0,20.0,0.0
480291716012,232.0,86.0,15.0,63.0,52.0,16.0,0.0
480291716022,263.0,48.0,95.0,52.0,55.0,13.0,0.0
480291719122,638.0,10.0,58.0,123.0,272.0,152.0,23.0
480291719141,423.0,0.0,34.0,89.0,227.0,61.0,12.0
480291719151,675.0,11.0,91.0,119.0,337.0,112.0,5.0
480291719163,926.0,0.0,25.0,42.0,656.0,146.0,57.0
480291719181,545.0,0.0,51.0,97.0,215.0,171.0,11.0
480291215044,1071.0,0.0,115.0,290.0,418.0,147.0,101.0
480291215064,335.0,14.0,75.0,38.0,136.0,65.0,7.0
480291216061,245.0,0.0,47.0,14.0,97.0,87.0,0.0
480291216064,275.0,0.0,55.0,71.0,135.0,14.0,0.0
480291217013,236.0,11.0,38.0,76.0,84.0,27.0,0.0
480291217022,528.0,20.0,105.0,134.0,173.0,73.0,23.0
480291218082,800.0,0.0,79.0,70.0,352.0,272.0,27.0
480291218093,604.0,10.0,16.0,110.0,246.0,177.0,45.0
480291218111,1320.0,23.0,54.0,255.0,455.0,466.0,67.0
480291218122,355.0,0.0,25.0,105.0,104.0,121.0,0.0
480291218131,554.0,34.0,42.0,127.0,156.0,175.0,20.0
480291219041,346.0,0.0,0.0,25.0,105.0,154.0,62.0
480291219052,1528.0,67.0,91.0,206.0,513.0,462.0,189.0
480291219071,524.0,12.0,41.0,39.0,156.0,234.0,42.0
480291211085,654.0,15.0,61.0,104.0,157.0,216.0,101.0
480291211191,337.0,0.0,83.0,58.0,174.0,22.0,0.0
480291211201,1026.0,19.0,15.0,298.0,476.0,218.0,0.0
480291207013,618.0,113.0,171.0,209.0,82.0,43.0,0.0
480291215043,651.0,13.0,63.0,13.0,304.0,205.0,53.0
480291503002,383.0,7.0,89.0,156.0,113.0,18.0,0.0
480291418003,699.0,54.0,139.0,185.0,227.0,87.0,7.0
480291508001,471.0,190.0,191.0,51.0,22.0,12.0,5.0
480291712001,340.0,28.0,82.0,150.0,71.0,0.0,9.0
480291712002,330.0,37.0,107.0,126.0,60.0,0.0,0.0
480291512004,269.0,65.0,14.0,40.0,150.0,0.0,0.0
480291904002,421.0,85.0,0.0,38.0,79.0,68.0,151.0
480291817121,800.0,14.0,31.0,110.0,265.0,315.0,65.0
480291816024,620.0,42.0,111.0,224.0,208.0,35.0,0.0
480291816022,493.0,35.0,120.0,158.0,145.0,20.0,15.0
480291314022,619.0,46.0,101.0,215.0,137.0,96.0,24.0
480291719183,561.0,0.0,26.0,98.0,268.0,124.0,45.0
480291719201,884.0,0.0,57.0,300.0,254.0,273.0,0.0
480291719212,470.0,13.0,16.0,165.0,174.0,77.0,25.0
480291719231,409.0,0.0,23.0,39.0,166.0,181.0,0.0
480291719234,1638.0,51.0,150.0,326.0,660.0,406.0,45.0
480291719251,275.0,0.0,65.0,123.0,51.0,36.0,0.0
480291719253,1149.0,0.0,16.0,144.0,447.0,470.0,72.0
480291720023,1249.0,8.0,31.0,209.0,565.0,415.0,21.0
480291720041,1363.0,50.0,80.0,127.0,553.0,410.0,143.0
480291720061,1140.0,0.0,34.0,103.0,339.0,529.0,135.0
480291720071,1263.0,43.0,39.0,67.0,461.0,588.0,65.0
480291801011,397.0,41.0,31.0,165.0,93.0,67.0,0.0
480291714011,514.0,25.0,67.0,135.0,239.0,48.0,0.0
480291714022,333.0,72.0,78.0,63.0,120.0,0.0,0.0
480291715012,363.0,64.0,99.0,72.0,81.0,43.0,4.0
480291715023,515.0,7.0,163.0,236.0,76.0,10.0,23.0
480291917011,317.0,5.0,13.0,27.0,67.0,91.0,114.0
480291917022,517.0,0.0,0.0,72.0,109.0,252.0,84.0
480291918043,808.0,0.0,0.0,97.0,248.0,317.0,146.0
480291918111,1381.0,44.0,35.0,98.0,391.0,586.0,227.0
480291918063,1888.0,20.0,0.0,133.0,401.0,694.0,640.0
480291918081,858.0,10.0,21.0,52.0,231.0,332.0,212.0
480291918092,816.0,11.0,14.0,43.0,334.0,341.0,73.0
480291918131,1539.0,20.0,26.0,213.0,319.0,803.0,158.0
480291817252,922.0,60.0,83.0,285.0,242.0,239.0,13.0
480291817263,1078.0,53.0,28.0,132.0,482.0,357.0,26.0
480291817281,2253.0,49.0,197.0,761.0,934.0,300.0,12.0
480291817301,498.0,15.0,116.0,103.0,189.0,75.0,0.0
480291817312,718.0,0.0,64.0,185.0,286.0,155.0,28.0
480291818112,272.0,0.0,10.0,55.0,95.0,104.0,8.0
480291818132,1012.0,74.0,47.0,421.0,190.0,209.0,71.0
480291818142,1266.0,126.0,192.0,181.0,451.0,280.0,36.0
480291818161,414.0,21.0,0.0,75.0,124.0,169.0,25.0
480291818172,493.0,46.0,69.0,122.0,102.0,123.0,31.0
480291818183,767.0,14.0,83.0,246.0,187.0,237.0,0.0
480291818201,111.0,72.0,14.0,25.0,0.0,0.0,0.0
480291818212,953.0,59.0,45.0,243.0,357.0,166.0,83.0
480291818223,898.0,36.0,84.0,254.0,376.0,148.0,0.0
480291905032,515.0,22.0,124.0,163.0,157.0,49.0,0.0
480291905042,493.0,57.0,120.0,114.0,138.0,59.0,5.0
480291906041,400.0,72.0,56.0,159.0,89.0,24.0,0.0
480291910051,369.0,52.0,105.0,78.0,109.0,25.0,0.0
480291910062,408.0,21.0,147.0,32.0,194.0,14.0,0.0
480291801013,293.0,0.0,113.0,43.0,89.0,41.0,7.0
480291801016,189.0,0.0,54.0,24.0,46.0,56.0,9.0
480291806031,627.0,26.0,128.0,103.0,182.0,148.0,40.0
480291806043,353.0,0.0,80.0,108.0,112.0,31.0,22.0
480291807026,740.0,124.0,108.0,225.0,162.0,121.0,0.0
480291814031,1167.0,17.0,239.0,406.0,364.0,141.0,0.0
480291814041,2081.0,115.0,208.0,297.0,1180.0,236.0,45.0
480291815044,841.0,108.0,150.0,197.0,309.0,59.0,18.0
480291817154,816.0,13.0,113.0,200.0,417.0,46.0,27.0
480291820022,267.0,0.0,20.0,17.0,106.0,66.0,58.0
480291820031,1026.0,48.0,15.0,109.0,274.0,403.0,177.0
480291821013,1039.0,19.0,20.0,0.0,400.0,408.0,192.0
480291821051,814.0,19.0,13.0,63.0,193.0,366.0,160.0
480291910065,300.0,81.0,81.0,37.0,90.0,11.0,0.0
480291912013,143.0,9.0,9.0,7.0,72.0,37.0,9.0
480291918141,831.0,45.0,66.0,117.0,292.0,233.0,78.0
480291918152,834.0,61.0,43.0,114.0,304.0,234.0,78.0
480291918171,3663.0,312.0,455.0,596.0,722.0,1044.0,534.0
480291919002,427.0,84.0,147.0,73.0,86.0,37.0,0.0
480291919005,359.0,108.0,62.0,74.0,97.0,18.0,0.0
480291920003,707.0,101.0,196.0,207.0,99.0,104.0,0.0
480291921001,726.0,70.0,84.0,101.0,198.0,150.0,123.0
480291922002,330.0,42.0,70.0,129.0,78.0,11.0,0.0
